"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2012-01-02","ExpectedDepartureTime","January 2, 2012               08:00 PM    "
"AA-1221-MCO-ORD2012-01-02","ActualDepartureTime","January 2, 2012               08:10 PM    "
"AA-1221-MCO-ORD2012-01-02","DepartureGate"," 14"
"AA-1221-MCO-ORD2012-01-02","ExpectedArrivalTime","January 2, 2012               09:50 PM    "
"AA-1221-MCO-ORD2012-01-02","ActualArrivalTime","January 2, 2012               09:45 PM    "
"AA-1221-MCO-ORD2012-01-02","ArrivalGate"," H11B    "
"AA-4307-ORD-DTW2012-01-02","ExpectedDepartureTime","January 2, 2012               06:45 PM    "
"AA-4307-ORD-DTW2012-01-02","ActualDepartureTime","January 2, 2012               08:08 PM    "
"AA-4307-ORD-DTW2012-01-02","DepartureGate"," G3"
"AA-4307-ORD-DTW2012-01-02","ExpectedArrivalTime","January 2, 2012               09:10 PM    "
"AA-4307-ORD-DTW2012-01-02","ActualArrivalTime","January 2, 2012               10:45 PM    "
"AA-4307-ORD-DTW2012-01-02","ArrivalGate"," D32    "
"AA-616-DFW-DTW2012-01-02","ExpectedDepartureTime","January 2, 2012               09:05 AM    "
"AA-616-DFW-DTW2012-01-02","ActualDepartureTime","January 2, 2012               09:02 AM    "
"AA-616-DFW-DTW2012-01-02","DepartureGate"," C17"
"AA-616-DFW-DTW2012-01-02","ExpectedArrivalTime","January 2, 2012               12:35 PM    "
"AA-616-DFW-DTW2012-01-02","ActualArrivalTime","January 2, 2012               12:44 PM    "
"AA-616-DFW-DTW2012-01-02","ArrivalGate"," D32    "
"AA-431-MIA-SFO2012-01-02","ExpectedDepartureTime","January 2, 2012               08:35 AM    "
"AA-431-MIA-SFO2012-01-02","ActualDepartureTime","January 2, 2012               08:51 AM    "
"AA-431-MIA-SFO2012-01-02","DepartureGate"," D40"
"AA-431-MIA-SFO2012-01-02","ExpectedArrivalTime","January 2, 2012               11:50 AM    "
"AA-431-MIA-SFO2012-01-02","ActualArrivalTime","January 2, 2012               11:46 AM    "
"AA-431-MIA-SFO2012-01-02","ArrivalGate"," 57    "
"AA-3756-ORD-SLC2012-01-02","ExpectedDepartureTime","January 2, 2012               12:15 PM    "
"AA-3756-ORD-SLC2012-01-02","ActualDepartureTime","January 2, 2012               12:17 PM    "
"AA-3756-ORD-SLC2012-01-02","DepartureGate"," G13"
"AA-3756-ORD-SLC2012-01-02","ExpectedArrivalTime","January 2, 2012               02:45 PM    "
"AA-3756-ORD-SLC2012-01-02","ActualArrivalTime","January 2, 2012               02:27 PM    "
"AA-3756-ORD-SLC2012-01-02","ArrivalGate"," A3    "
