"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               08:00 PM    "
"AA-1221-MCO-ORD2012-01-03","ActualDepartureTime","January 3, 2012               07:49 PM    "
"AA-1221-MCO-ORD2012-01-03","DepartureGate"," 15"
"AA-1221-MCO-ORD2012-01-03","ExpectedArrivalTime","January 3, 2012               09:50 PM    "
"AA-1221-MCO-ORD2012-01-03","ActualArrivalTime","January 3, 2012               09:57 PM    "
"AA-1221-MCO-ORD2012-01-03","ArrivalGate"," H9    "
"AA-4307-ORD-DTW2012-01-03","ExpectedDepartureTime","January 3, 2012               06:45 PM    "
"AA-4307-ORD-DTW2012-01-03","ActualDepartureTime","January 3, 2012               06:41 PM    "
"AA-4307-ORD-DTW2012-01-03","DepartureGate"," G7"
"AA-4307-ORD-DTW2012-01-03","ExpectedArrivalTime","January 3, 2012               09:10 PM    "
"AA-4307-ORD-DTW2012-01-03","ActualArrivalTime","January 3, 2012               09:03 PM    "
"AA-4307-ORD-DTW2012-01-03","ArrivalGate"," D28    "
"AA-616-DFW-DTW2012-01-03","ExpectedDepartureTime","January 3, 2012               09:05 AM    "
"AA-616-DFW-DTW2012-01-03","ActualDepartureTime","January 3, 2012               08:58 AM    "
"AA-616-DFW-DTW2012-01-03","DepartureGate"," C27"
"AA-616-DFW-DTW2012-01-03","ExpectedArrivalTime","January 3, 2012               12:35 PM    "
"AA-616-DFW-DTW2012-01-03","ActualArrivalTime","January 3, 2012               12:38 PM    "
"AA-616-DFW-DTW2012-01-03","ArrivalGate"," D28    "
"AA-431-MIA-SFO2012-01-03","ExpectedDepartureTime","January 3, 2012               08:35 AM    "
"AA-431-MIA-SFO2012-01-03","ActualDepartureTime","January 3, 2012               08:33 AM    "
"AA-431-MIA-SFO2012-01-03","DepartureGate"," D40"
"AA-431-MIA-SFO2012-01-03","ExpectedArrivalTime","January 3, 2012               11:50 AM    "
"AA-431-MIA-SFO2012-01-03","ActualArrivalTime","January 3, 2012               11:20 AM    "
"AA-431-MIA-SFO2012-01-03","ArrivalGate"," 57    "
"AA-3756-ORD-SLC2012-01-03","ExpectedDepartureTime","January 3, 2012               12:15 PM    "
"AA-3756-ORD-SLC2012-01-03","ActualDepartureTime","January 3, 2012               12:11 PM    "
"AA-3756-ORD-SLC2012-01-03","DepartureGate"," H1B"
"AA-3756-ORD-SLC2012-01-03","ExpectedArrivalTime","January 3, 2012               02:45 PM    "
"AA-3756-ORD-SLC2012-01-03","ActualArrivalTime","January 3, 2012               02:39 PM    "
"AA-3756-ORD-SLC2012-01-03","ArrivalGate"," A3    "
"AA-2050-ORD-MIA2012-01-03","ExpectedDepartureTime","January 3, 2012               10:40 AM    "
"AA-2050-ORD-MIA2012-01-03","ActualDepartureTime","January 3, 2012               10:41 AM    "
"AA-2050-ORD-MIA2012-01-03","DepartureGate"," K9"
"AA-2050-ORD-MIA2012-01-03","ExpectedArrivalTime","January 3, 2012               02:45 PM    "
"AA-2050-ORD-MIA2012-01-03","ActualArrivalTime","January 3, 2012               02:28 PM    "
"AA-2050-ORD-MIA2012-01-03","ArrivalGate"," D11    "
"AA-3804-PHL-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               02:35 PM    "
"AA-3804-PHL-ORD2012-01-03","ActualDepartureTime","January 3, 2012               02:30 PM    "
"AA-3804-PHL-ORD2012-01-03","DepartureGate"," A7"
"AA-3804-PHL-ORD2012-01-03","ExpectedArrivalTime","January 3, 2012               04:05 PM    "
"AA-3804-PHL-ORD2012-01-03","ActualArrivalTime","January 3, 2012               03:34 PM    "
"AA-3804-PHL-ORD2012-01-03","ArrivalGate"," H5    "
"AA-1664-MIA-ATL2012-01-03","ExpectedDepartureTime","January 3, 2012               10:15 AM    "
"AA-1664-MIA-ATL2012-01-03","ActualDepartureTime","January 3, 2012               10:28 AM    "
"AA-1664-MIA-ATL2012-01-03","DepartureGate"," D11"
"AA-1664-MIA-ATL2012-01-03","ExpectedArrivalTime","January 3, 2012               12:10 PM    "
"AA-1664-MIA-ATL2012-01-03","ActualArrivalTime","January 3, 2012               12:28 PM    "
"AA-1664-MIA-ATL2012-01-03","ArrivalGate"," T11    "
"AA-789-ORD-DEN2012-01-03","ExpectedDepartureTime","January 3, 2012               01:05 PM    "
"AA-789-ORD-DEN2012-01-03","ActualDepartureTime","January 3, 2012               12:58 PM    "
"AA-789-ORD-DEN2012-01-03","DepartureGate"," K9"
"AA-789-ORD-DEN2012-01-03","ExpectedArrivalTime","January 3, 2012               02:35 PM    "
"AA-789-ORD-DEN2012-01-03","ActualArrivalTime","January 3, 2012               02:25 PM    "
"AA-789-ORD-DEN2012-01-03","ArrivalGate"," A49    "
"AA-1733-ORD-PHX2012-01-03","ExpectedDepartureTime","January 3, 2012               07:45 PM    "
"AA-1733-ORD-PHX2012-01-03","ActualDepartureTime","January 3, 2012               07:49 PM    "
"AA-1733-ORD-PHX2012-01-03","DepartureGate"," K16"
"AA-1733-ORD-PHX2012-01-03","ExpectedArrivalTime","January 3, 2012               10:30 PM    "
"AA-1733-ORD-PHX2012-01-03","ActualArrivalTime","January 3, 2012     "
"AA-1733-ORD-PHX2012-01-03","ArrivalGate"," 6    "
"AA-4277-CVG-JFK2012-01-03","ExpectedDepartureTime","January 3, 2012               12:10 PM    "
"AA-4277-CVG-JFK2012-01-03","ActualDepartureTime","January 3, 2012               12:20 PM    "
"AA-4277-CVG-JFK2012-01-03","DepartureGate"," 1"
"AA-4277-CVG-JFK2012-01-03","ExpectedArrivalTime","January 3, 2012               02:15 PM    "
"AA-4277-CVG-JFK2012-01-03","ActualArrivalTime","January 3, 2012               02:19 PM    "
"AA-4277-CVG-JFK2012-01-03","ArrivalGate"," 31C    "
"AA-2312-DFW-DTW2012-01-03","ExpectedDepartureTime","January 3, 2012               08:25 PM    "
"AA-2312-DFW-DTW2012-01-03","ActualDepartureTime","January 3, 2012     "
"AA-2312-DFW-DTW2012-01-03","DepartureGate"," A38"
"AA-2312-DFW-DTW2012-01-03","ExpectedArrivalTime","January 3, 2012               11:50 PM    "
"AA-2312-DFW-DTW2012-01-03","ActualArrivalTime","January 3, 2012     "
"AA-2312-DFW-DTW2012-01-03","ArrivalGate"," D32    "
"AA-85-JFK-SFO2012-01-03","ExpectedDepartureTime","January 3, 2012               03:05 PM    "
"AA-85-JFK-SFO2012-01-03","ActualDepartureTime","January 3, 2012               03:24 PM    "
"AA-85-JFK-SFO2012-01-03","DepartureGate"," 46"
"AA-85-JFK-SFO2012-01-03","ExpectedArrivalTime","January 3, 2012               06:30 PM    "
"AA-85-JFK-SFO2012-01-03","ActualArrivalTime","January 3, 2012               06:46 PM    "
"AA-85-JFK-SFO2012-01-03","ArrivalGate"," 56A    "
"AA-404-MIA-MCO2012-01-03","ExpectedDepartureTime","January 3, 2012               06:45 AM    "
"AA-404-MIA-MCO2012-01-03","ActualDepartureTime","January 3, 2012               06:39 AM    "
"AA-404-MIA-MCO2012-01-03","DepartureGate"," E5"
"AA-404-MIA-MCO2012-01-03","ExpectedArrivalTime","January 3, 2012               07:45 AM    "
"AA-404-MIA-MCO2012-01-03","ActualArrivalTime","January 3, 2012               07:41 AM    "
"AA-404-MIA-MCO2012-01-03","ArrivalGate"," 14    "
"AA-446-DFW-PHL2012-01-03","ExpectedDepartureTime","January 3, 2012               11:50 AM    "
"AA-446-DFW-PHL2012-01-03","ActualDepartureTime","January 3, 2012               11:47 AM    "
"AA-446-DFW-PHL2012-01-03","DepartureGate"," A24"
"AA-446-DFW-PHL2012-01-03","ExpectedArrivalTime","January 3, 2012               03:50 PM    "
"AA-446-DFW-PHL2012-01-03","ActualArrivalTime","January 3, 2012               03:54 PM    "
"AA-446-DFW-PHL2012-01-03","ArrivalGate"," A9    "
"AA-2268-PHX-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               07:15 AM    "
"AA-2268-PHX-ORD2012-01-03","ActualDepartureTime","January 3, 2012               07:09 AM    "
"AA-2268-PHX-ORD2012-01-03","DepartureGate"," 6"
"AA-2268-PHX-ORD2012-01-03","ExpectedArrivalTime","January 3, 2012               11:35 AM    "
"AA-2268-PHX-ORD2012-01-03","ActualArrivalTime","January 3, 2012               11:24 AM    "
"AA-2268-PHX-ORD2012-01-03","ArrivalGate"," H11A    "
"AA-4344-ORD-DTW2012-01-03","ExpectedDepartureTime","January 3, 2012               11:45 AM    "
"AA-4344-ORD-DTW2012-01-03","ActualDepartureTime","January 3, 2012               11:41 AM    "
"AA-4344-ORD-DTW2012-01-03","DepartureGate"," G3"
"AA-4344-ORD-DTW2012-01-03","ExpectedArrivalTime","January 3, 2012               02:00 PM    "
"AA-4344-ORD-DTW2012-01-03","ActualArrivalTime","January 3, 2012               01:50 PM    "
"AA-4344-ORD-DTW2012-01-03","ArrivalGate"," D30    "
"AA-484-DFW-MIA2012-01-03","ExpectedDepartureTime","January 3, 2012               04:15 PM    "
"AA-484-DFW-MIA2012-01-03","ActualDepartureTime","January 3, 2012               04:22 PM    "
"AA-484-DFW-MIA2012-01-03","DepartureGate"," A28"
"AA-484-DFW-MIA2012-01-03","ExpectedArrivalTime","January 3, 2012               07:55 PM    "
"AA-484-DFW-MIA2012-01-03","ActualArrivalTime","January 3, 2012               08:00 PM    "
"AA-484-DFW-MIA2012-01-03","ArrivalGate"," D6    "
"AA-3979-CVG-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               07:30 AM    "
"AA-3979-CVG-ORD2012-01-03","ActualDepartureTime","January 3, 2012               07:33 AM    "
"AA-3979-CVG-ORD2012-01-03","DepartureGate"," 5"
"AA-3979-CVG-ORD2012-01-03","ExpectedArrivalTime","January 3, 2012               08:00 AM    "
"AA-3979-CVG-ORD2012-01-03","ActualArrivalTime","January 3, 2012               08:20 AM    "
"AA-3979-CVG-ORD2012-01-03","ArrivalGate"," H2    "
"AA-3063-SLC-LAX2012-01-03","ExpectedDepartureTime","January 3, 2012               08:20 PM    "
"AA-3063-SLC-LAX2012-01-03","ActualDepartureTime","January 3, 2012               08:21 PM    "
"AA-3063-SLC-LAX2012-01-03","DepartureGate"," A3"
"AA-3063-SLC-LAX2012-01-03","ExpectedArrivalTime","January 3, 2012               09:20 PM    "
"AA-3063-SLC-LAX2012-01-03","ActualArrivalTime","January 3, 2012     "
"AA-3063-SLC-LAX2012-01-03","ArrivalGate"," 44D    "
"AA-3859-IAH-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               07:10 AM    "
"AA-3859-IAH-ORD2012-01-03","ActualDepartureTime","January 3, 2012               07:31 AM    "
"AA-3859-IAH-ORD2012-01-03","DepartureGate"," A29"
"AA-3859-IAH-ORD2012-01-03","ExpectedArrivalTime","January 3, 2012               09:40 AM    "
"AA-3859-IAH-ORD2012-01-03","ActualArrivalTime","January 3, 2012               10:10 AM    "
"AA-3859-IAH-ORD2012-01-03","ArrivalGate"," H4    "
"AA-3842-MSP-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               06:00 AM    "
"AA-3842-MSP-ORD2012-01-03","ActualDepartureTime","January 3, 2012               05:58 AM    "
"AA-3842-MSP-ORD2012-01-03","DepartureGate"," E14"
"AA-3842-MSP-ORD2012-01-03","ExpectedArrivalTime","January 3, 2012               07:30 AM    "
"AA-3842-MSP-ORD2012-01-03","ActualArrivalTime","January 3, 2012               07:31 AM    "
"AA-3842-MSP-ORD2012-01-03","ArrivalGate"," G7    "
"AA-1544-SAN-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               11:25 AM    "
"AA-1544-SAN-ORD2012-01-03","ActualDepartureTime","January 3, 2012               11:23 AM    "
"AA-1544-SAN-ORD2012-01-03","DepartureGate"," 27"
"AA-1544-SAN-ORD2012-01-03","ExpectedArrivalTime","January 3, 2012               05:25 PM    "
"AA-1544-SAN-ORD2012-01-03","ActualArrivalTime","January 3, 2012               05:26 PM    "
"AA-1544-SAN-ORD2012-01-03","ArrivalGate"," H6    "
"AA-649-ORD-SNA2012-01-03","ExpectedDepartureTime","January 3, 2012               01:30 PM    "
"AA-649-ORD-SNA2012-01-03","ActualDepartureTime","January 3, 2012     "
"AA-649-ORD-SNA2012-01-03","DepartureGate"," K15"
"AA-649-ORD-SNA2012-01-03","ExpectedArrivalTime","January 3, 2012               03:50 PM    "
"AA-649-ORD-SNA2012-01-03","ActualArrivalTime","January 3, 2012     "
"AA-649-ORD-SNA2012-01-03","ArrivalGate"," 7    "
"AA-1640-MIA-MCO2012-01-03","ExpectedDepartureTime","January 3, 2012               06:30 PM    "
"AA-1640-MIA-MCO2012-01-03","ActualDepartureTime","January 3, 2012     "
"AA-1640-MIA-MCO2012-01-03","DepartureGate"," D34"
"AA-1640-MIA-MCO2012-01-03","ExpectedArrivalTime","January 3, 2012               07:25 PM    "
"AA-1640-MIA-MCO2012-01-03","ActualArrivalTime","January 3, 2012     "
"AA-1640-MIA-MCO2012-01-03","ArrivalGate"," 14    "
"AA-518-MIA-JFK2012-01-03","ExpectedDepartureTime","January 3, 2012               06:30 AM    "
"AA-518-MIA-JFK2012-01-03","ActualDepartureTime","January 3, 2012               07:06 AM    "
"AA-518-MIA-JFK2012-01-03","DepartureGate"," D1"
"AA-518-MIA-JFK2012-01-03","ExpectedArrivalTime","January 3, 2012               09:15 AM    "
"AA-518-MIA-JFK2012-01-03","ActualArrivalTime","January 3, 2012               09:48 AM    "
"AA-518-MIA-JFK2012-01-03","ArrivalGate"," 46    "
"AA-2525-DFW-MIA2012-01-03","ExpectedDepartureTime","January 3, 2012               07:25 AM    "
"AA-2525-DFW-MIA2012-01-03","ActualDepartureTime","January 3, 2012               07:21 AM    "
"AA-2525-DFW-MIA2012-01-03","DepartureGate"," D30"
"AA-2525-DFW-MIA2012-01-03","ExpectedArrivalTime","January 3, 2012               11:10 AM    "
"AA-2525-DFW-MIA2012-01-03","ActualArrivalTime","January 3, 2012               11:00 AM    "
"AA-2525-DFW-MIA2012-01-03","ArrivalGate"," D24    "
"AA-1279-DFW-PHX2012-01-03","ExpectedDepartureTime","January 3, 2012               01:00 PM    "
"AA-1279-DFW-PHX2012-01-03","ActualDepartureTime","January 3, 2012               12:55 PM    "
"AA-1279-DFW-PHX2012-01-03","DepartureGate"," A39"
"AA-1279-DFW-PHX2012-01-03","ExpectedArrivalTime","January 3, 2012               02:35 PM    "
"AA-1279-DFW-PHX2012-01-03","ActualArrivalTime","January 3, 2012               02:24 PM    "
"AA-1279-DFW-PHX2012-01-03","ArrivalGate"," 4    "
"AA-1522-SFO-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               11:55 PM    "
"AA-1522-SFO-ORD2012-01-03","ActualDepartureTime","January 3, 2012     "
"AA-1522-SFO-ORD2012-01-03","DepartureGate"," 57"
"AA-1522-SFO-ORD2012-01-03","ExpectedArrivalTime","January 4, 2012               05:50 AM    "
"AA-1522-SFO-ORD2012-01-03","ActualArrivalTime","January 4, 2012     "
"AA-1522-SFO-ORD2012-01-03","ArrivalGate"," H10    "
"AA-1434-DFW-MCO2012-01-03","ExpectedDepartureTime","January 3, 2012               07:15 AM    "
"AA-1434-DFW-MCO2012-01-03","ActualDepartureTime","January 3, 2012               07:11 AM    "
"AA-1434-DFW-MCO2012-01-03","DepartureGate"," C19"
"AA-1434-DFW-MCO2012-01-03","ExpectedArrivalTime","January 3, 2012               10:35 AM    "
"AA-1434-DFW-MCO2012-01-03","ActualArrivalTime","January 3, 2012               10:34 AM    "
"AA-1434-DFW-MCO2012-01-03","ArrivalGate"," 17    "
"AA-59-JFK-SFO2012-01-03","ExpectedDepartureTime","January 3, 2012               07:10 AM    "
"AA-59-JFK-SFO2012-01-03","ActualDepartureTime","January 3, 2012               07:06 AM    "
"AA-59-JFK-SFO2012-01-03","DepartureGate"," 40"
"AA-59-JFK-SFO2012-01-03","ExpectedArrivalTime","January 3, 2012               10:45 AM    "
"AA-59-JFK-SFO2012-01-03","ActualArrivalTime","January 3, 2012               10:30 AM    "
"AA-59-JFK-SFO2012-01-03","ArrivalGate"," 58B    "
"AA-415-BOS-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               08:35 AM    "
"AA-415-BOS-ORD2012-01-03","ActualDepartureTime","January 3, 2012               08:34 AM    "
"AA-415-BOS-ORD2012-01-03","DepartureGate"," B33"
"AA-415-BOS-ORD2012-01-03","ExpectedArrivalTime","January 3, 2012               10:40 AM    "
"AA-415-BOS-ORD2012-01-03","ActualArrivalTime","January 3, 2012               09:56 AM    "
"AA-415-BOS-ORD2012-01-03","ArrivalGate"," K18    "
"AA-222-LAX-BOS2012-01-03","ExpectedDepartureTime","January 3, 2012               07:10 AM    "
"AA-222-LAX-BOS2012-01-03","ActualDepartureTime","January 3, 2012               07:09 AM    "
"AA-222-LAX-BOS2012-01-03","DepartureGate"," 41"
"AA-222-LAX-BOS2012-01-03","ExpectedArrivalTime","January 3, 2012               03:30 PM    "
"AA-222-LAX-BOS2012-01-03","ActualArrivalTime","January 3, 2012               03:32 PM    "
"AA-222-LAX-BOS2012-01-03","ArrivalGate"," B28    "
"AA-3823-LAX-DEN2012-01-03","ExpectedDepartureTime","January 3, 2012               09:00 PM    "
"AA-3823-LAX-DEN2012-01-03","ActualDepartureTime","January 3, 2012     "
"AA-3823-LAX-DEN2012-01-03","DepartureGate"," 44J"
"AA-3823-LAX-DEN2012-01-03","ExpectedArrivalTime","January 4, 2012               12:15 AM    "
"AA-3823-LAX-DEN2012-01-03","ActualArrivalTime","January 4, 2012     "
"AA-3823-LAX-DEN2012-01-03","ArrivalGate"," A49    "
"AA-1165-JFK-MIA2012-01-03","ExpectedDepartureTime","January 3, 2012               06:59 AM    "
"AA-1165-JFK-MIA2012-01-03","ActualDepartureTime","January 3, 2012               06:57 AM    "
"AA-1165-JFK-MIA2012-01-03","DepartureGate"," 43"
"AA-1165-JFK-MIA2012-01-03","ExpectedArrivalTime","January 3, 2012               10:34 AM    "
"AA-1165-JFK-MIA2012-01-03","ActualArrivalTime","January 3, 2012               10:01 AM    "
"AA-1165-JFK-MIA2012-01-03","ArrivalGate"," D2    "
"AA-3786-IAH-ORD2012-01-03","ExpectedDepartureTime","January 3, 2012               04:00 PM    "
"AA-3786-IAH-ORD2012-01-03","ActualDepartureTime","January 3, 2012               04:02 PM    "
"AA-3786-IAH-ORD2012-01-03","DepartureGate"," A29"
"AA-3786-IAH-ORD2012-01-03","ExpectedArrivalTime","January 3, 2012               06:40 PM    "
"AA-3786-IAH-ORD2012-01-03","ActualArrivalTime","January 3, 2012               06:35 PM    "
"AA-3786-IAH-ORD2012-01-03","ArrivalGate"," G19    "
"AA-3468-CVG-MIA2012-01-03","ExpectedDepartureTime","January 3, 2012               07:00 AM    "
"AA-3468-CVG-MIA2012-01-03","ActualDepartureTime","January 3, 2012               06:52 AM    "
"AA-3468-CVG-MIA2012-01-03","DepartureGate"," 3"
"AA-3468-CVG-MIA2012-01-03","ExpectedArrivalTime","January 3, 2012               09:55 AM    "
"AA-3468-CVG-MIA2012-01-03","ActualArrivalTime","January 3, 2012               09:04 AM    "
"AA-3468-CVG-MIA2012-01-03","ArrivalGate"," D60H    "
"AA-204-LAX-MCO2012-01-03","ExpectedDepartureTime","January 3, 2012               11:25 PM    "
"AA-204-LAX-MCO2012-01-03","ActualDepartureTime","January 3, 2012     "
"AA-204-LAX-MCO2012-01-03","DepartureGate"," 43"
"AA-204-LAX-MCO2012-01-03","ExpectedArrivalTime","January 4, 2012               06:55 AM    "
"AA-204-LAX-MCO2012-01-03","ActualArrivalTime","January 4, 2012     "
"AA-204-LAX-MCO2012-01-03","ArrivalGate"," TBA    "
"AA-466-IAH-MIA2012-01-03","ExpectedDepartureTime","January 3, 2012               06:00 AM    "
"AA-466-IAH-MIA2012-01-03","ActualDepartureTime","January 3, 2012               06:02 AM    "
"AA-466-IAH-MIA2012-01-03","DepartureGate"," A27"
"AA-466-IAH-MIA2012-01-03","ExpectedArrivalTime","January 3, 2012               09:20 AM    "
"AA-466-IAH-MIA2012-01-03","ActualArrivalTime","January 3, 2012               09:31 AM    "
"AA-466-IAH-MIA2012-01-03","ArrivalGate"," D19    "
"AA-3-JFK-LAX2012-01-03","ExpectedDepartureTime","January 3, 2012               12:00 PM    "
"AA-3-JFK-LAX2012-01-03","ActualDepartureTime","January 3, 2012               11:53 AM    "
"AA-3-JFK-LAX2012-01-03","DepartureGate"," 6"
"AA-3-JFK-LAX2012-01-03","ExpectedArrivalTime","January 3, 2012               03:15 PM    "
"AA-3-JFK-LAX2012-01-03","ActualArrivalTime","January 3, 2012               02:52 PM    "
"AA-3-JFK-LAX2012-01-03","ArrivalGate"," 49A    "
"AA-1007-MIA-PHX2012-01-03","ExpectedDepartureTime","January 3, 2012               04:55 PM    "
"AA-1007-MIA-PHX2012-01-03","ActualDepartureTime","January 3, 2012               05:19 PM    "
"AA-1007-MIA-PHX2012-01-03","DepartureGate"," D19"
"AA-1007-MIA-PHX2012-01-03","ExpectedArrivalTime","January 3, 2012               08:05 PM    "
"AA-1007-MIA-PHX2012-01-03","ActualArrivalTime","January 3, 2012               08:00 PM    "
"AA-1007-MIA-PHX2012-01-03","ArrivalGate"," 6    "
"AA-271-MIA-LAX2012-01-03","ExpectedDepartureTime","January 3, 2012               11:35 AM    "
"AA-271-MIA-LAX2012-01-03","ActualDepartureTime","January 3, 2012               11:35 AM    "
"AA-271-MIA-LAX2012-01-03","DepartureGate"," D50"
"AA-271-MIA-LAX2012-01-03","ExpectedArrivalTime","January 3, 2012               02:25 PM    "
