"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2011-12-17","ExpectedDepartureTime","December 17, 2011               08:00 PM    "
"AA-1221-MCO-ORD2011-12-17","ActualDepartureTime","December 17, 2011               07:52 PM    "
"AA-1221-MCO-ORD2011-12-17","DepartureGate"," 15"
"AA-1221-MCO-ORD2011-12-17","ExpectedArrivalTime","December 17, 2011               09:50 PM    "
"AA-1221-MCO-ORD2011-12-17","ActualArrivalTime","December 17, 2011               09:54 PM    "
"AA-1221-MCO-ORD2011-12-17","ArrivalGate"," K1    "
"AA-4307-ORD-DTW2011-12-17","ExpectedDepartureTime","December 17, 2011               08:05 PM    "
"AA-4307-ORD-DTW2011-12-17","ActualDepartureTime","December 17, 2011               08:26 PM    "
"AA-4307-ORD-DTW2011-12-17","DepartureGate"," G3"
"AA-4307-ORD-DTW2011-12-17","ExpectedArrivalTime","December 17, 2011               10:20 PM    "
"AA-4307-ORD-DTW2011-12-17","ActualArrivalTime","December 17, 2011               10:35 PM    "
"AA-4307-ORD-DTW2011-12-17","ArrivalGate"," D19    "
"AA-616-DFW-DTW2011-12-17","ExpectedDepartureTime","December 17, 2011               09:05 AM    "
"AA-616-DFW-DTW2011-12-17","ActualDepartureTime","December 17, 2011               09:30 AM    "
"AA-616-DFW-DTW2011-12-17","DepartureGate"," A29"
"AA-616-DFW-DTW2011-12-17","ExpectedArrivalTime","December 17, 2011               12:35 PM    "
"AA-616-DFW-DTW2011-12-17","ActualArrivalTime","December 17, 2011               12:55 PM    "
"AA-616-DFW-DTW2011-12-17","ArrivalGate"," D32    "
"AA-431-MIA-SFO2011-12-17","ExpectedDepartureTime","December 17, 2011               08:35 AM    "
"AA-431-MIA-SFO2011-12-17","ActualDepartureTime","December 17, 2011               08:34 AM    "
"AA-431-MIA-SFO2011-12-17","DepartureGate"," D22"
"AA-431-MIA-SFO2011-12-17","ExpectedArrivalTime","December 17, 2011               11:50 AM    "
"AA-431-MIA-SFO2011-12-17","ActualArrivalTime","December 17, 2011               11:11 AM    "
"AA-431-MIA-SFO2011-12-17","ArrivalGate"," 57    "
"AA-3756-ORD-SLC2011-12-17","ExpectedDepartureTime","December 17, 2011               12:15 PM    "
"AA-3756-ORD-SLC2011-12-17","ActualDepartureTime","December 17, 2011               12:15 PM    "
"AA-3756-ORD-SLC2011-12-17","DepartureGate"," G9"
"AA-3756-ORD-SLC2011-12-17","ExpectedArrivalTime","December 17, 2011               02:45 PM    "
"AA-3756-ORD-SLC2011-12-17","ActualArrivalTime","December 17, 2011               02:24 PM    "
"AA-3756-ORD-SLC2011-12-17","ArrivalGate"," A3    "
"AA-2050-ORD-MIA2011-12-17","ExpectedDepartureTime","December 17, 2011               10:40 AM    "
"AA-2050-ORD-MIA2011-12-17","ActualDepartureTime","December 17, 2011               10:56 AM    "
"AA-2050-ORD-MIA2011-12-17","DepartureGate"," L8"
"AA-2050-ORD-MIA2011-12-17","ExpectedArrivalTime","December 17, 2011               02:45 PM    "
"AA-2050-ORD-MIA2011-12-17","ActualArrivalTime","December 17, 2011               03:08 PM    "
"AA-2050-ORD-MIA2011-12-17","ArrivalGate"," D40    "
