"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2011-12-20","ExpectedDepartureTime","December 20, 2011               08:00 PM    "
"AA-1221-MCO-ORD2011-12-20","ActualDepartureTime","December 20, 2011               07:57 PM    "
"AA-1221-MCO-ORD2011-12-20","DepartureGate"," 15"
"AA-1221-MCO-ORD2011-12-20","ExpectedArrivalTime","December 20, 2011               09:50 PM    "
"AA-1221-MCO-ORD2011-12-20","ActualArrivalTime","December 20, 2011               09:27 PM    "
"AA-1221-MCO-ORD2011-12-20","ArrivalGate"," H14    "
"AA-4307-ORD-DTW2011-12-20","ExpectedDepartureTime","December 20, 2011               06:45 PM    "
"AA-4307-ORD-DTW2011-12-20","ActualDepartureTime","December 20, 2011               06:38 PM    "
"AA-4307-ORD-DTW2011-12-20","DepartureGate"," H3A"
"AA-4307-ORD-DTW2011-12-20","ExpectedArrivalTime","December 20, 2011               09:10 PM    "
"AA-4307-ORD-DTW2011-12-20","ActualArrivalTime","December 20, 2011               09:04 PM    "
"AA-4307-ORD-DTW2011-12-20","ArrivalGate"," D28    "
"AA-616-DFW-DTW2011-12-20","ExpectedDepartureTime","December 20, 2011               09:05 AM    "
"AA-616-DFW-DTW2011-12-20","ActualDepartureTime","December 20, 2011               09:02 AM    "
"AA-616-DFW-DTW2011-12-20","DepartureGate"," D34"
"AA-616-DFW-DTW2011-12-20","ExpectedArrivalTime","December 20, 2011               12:35 PM    "
"AA-616-DFW-DTW2011-12-20","ActualArrivalTime","December 20, 2011               12:40 PM    "
"AA-616-DFW-DTW2011-12-20","ArrivalGate"," D32    "
"AA-431-MIA-SFO2011-12-20","ExpectedDepartureTime","December 20, 2011               08:35 AM    "
"AA-431-MIA-SFO2011-12-20","ActualDepartureTime","December 20, 2011               08:43 AM    "
"AA-431-MIA-SFO2011-12-20","DepartureGate"," D1"
"AA-431-MIA-SFO2011-12-20","ExpectedArrivalTime","December 20, 2011               11:50 AM    "
"AA-431-MIA-SFO2011-12-20","ActualArrivalTime","December 20, 2011               11:30 AM    "
"AA-431-MIA-SFO2011-12-20","ArrivalGate"," 57    "
"AA-3756-ORD-SLC2011-12-20","ExpectedDepartureTime","December 20, 2011               12:15 PM    "
"AA-3756-ORD-SLC2011-12-20","ActualDepartureTime","December 20, 2011               12:15 PM    "
"AA-3756-ORD-SLC2011-12-20","DepartureGate"," G5"
"AA-3756-ORD-SLC2011-12-20","ExpectedArrivalTime","December 20, 2011               02:45 PM    "
"AA-3756-ORD-SLC2011-12-20","ActualArrivalTime","December 20, 2011               02:36 PM    "
"AA-3756-ORD-SLC2011-12-20","ArrivalGate"," A3    "
"AA-2050-ORD-MIA2011-12-20","ExpectedDepartureTime","December 20, 2011               10:40 AM    "
"AA-2050-ORD-MIA2011-12-20","ActualDepartureTime","December 20, 2011               10:58 AM    "
"AA-2050-ORD-MIA2011-12-20","DepartureGate"," H15"
"AA-2050-ORD-MIA2011-12-20","ExpectedArrivalTime","December 20, 2011               02:45 PM    "
"AA-2050-ORD-MIA2011-12-20","ActualArrivalTime","December 20, 2011               02:54 PM    "
"AA-2050-ORD-MIA2011-12-20","ArrivalGate"," D40    "
"AA-3804-PHL-ORD2011-12-20","ExpectedDepartureTime","December 20, 2011               02:35 PM    "
"AA-3804-PHL-ORD2011-12-20","ActualDepartureTime","December 20, 2011               02:28 PM    "
"AA-3804-PHL-ORD2011-12-20","DepartureGate"," A7"
"AA-3804-PHL-ORD2011-12-20","ExpectedArrivalTime","December 20, 2011               04:05 PM    "
"AA-3804-PHL-ORD2011-12-20","ActualArrivalTime","December 20, 2011               03:45 PM    "
"AA-3804-PHL-ORD2011-12-20","ArrivalGate"," H5    "
"AA-1664-MIA-ATL2011-12-20","ExpectedDepartureTime","December 20, 2011               10:15 AM    "
"AA-1664-MIA-ATL2011-12-20","ActualDepartureTime","December 20, 2011               10:22 AM    "
"AA-1664-MIA-ATL2011-12-20","DepartureGate"," D32"
