"ObjectID","PropertyID","PropertyValue"
"AA-643-MIA-ORD2011-12-15","ExpectedDepartureTime","December 15, 2011               07:10 AM    "
"AA-643-MIA-ORD2011-12-15","ActualDepartureTime","December 15, 2011               07:08 AM    "
"AA-643-MIA-ORD2011-12-15","DepartureGate"," D3"
"AA-643-MIA-ORD2011-12-15","ExpectedArrivalTime","December 15, 2011               09:35 AM    "
"AA-643-MIA-ORD2011-12-15","ActualArrivalTime","December 15, 2011               09:18 AM    "
"AA-643-MIA-ORD2011-12-15","ArrivalGate"," H15    "
"AA-1640-MIA-MCO2011-12-15","ExpectedDepartureTime","December 15, 2011               06:30 PM    "
"AA-1640-MIA-MCO2011-12-15","ActualDepartureTime","December 15, 2011     "
"AA-1640-MIA-MCO2011-12-15","DepartureGate"," D43"
"AA-1640-MIA-MCO2011-12-15","ExpectedArrivalTime","December 15, 2011               07:25 PM    "
"AA-1640-MIA-MCO2011-12-15","ActualArrivalTime","December 15, 2011     "
"AA-1640-MIA-MCO2011-12-15","ArrivalGate"," 14    "
"AA-466-IAH-MIA2011-12-15","ExpectedDepartureTime","December 15, 2011               06:00 AM    "
"AA-466-IAH-MIA2011-12-15","ActualDepartureTime","December 15, 2011               06:01 AM    "
"AA-466-IAH-MIA2011-12-15","DepartureGate"," A27"
"AA-466-IAH-MIA2011-12-15","ExpectedArrivalTime","December 15, 2011               09:20 AM    "
"AA-466-IAH-MIA2011-12-15","ActualArrivalTime","December 15, 2011               09:17 AM    "
"AA-466-IAH-MIA2011-12-15","ArrivalGate"," D19    "
"AA-2312-DFW-DTW2011-12-15","ExpectedDepartureTime","December 15, 2011               08:25 PM    "
"AA-2312-DFW-DTW2011-12-15","ActualDepartureTime","December 15, 2011     "
"AA-2312-DFW-DTW2011-12-15","DepartureGate"," A34"
"AA-2312-DFW-DTW2011-12-15","ExpectedArrivalTime","December 15, 2011               11:50 PM    "
"AA-2312-DFW-DTW2011-12-15","ActualArrivalTime","December 15, 2011     "
"AA-2312-DFW-DTW2011-12-15","ArrivalGate"," D32    "
"AA-3823-LAX-DEN2011-12-15","ExpectedDepartureTime","December 15, 2011               09:00 PM    "
"AA-3823-LAX-DEN2011-12-15","ActualDepartureTime","December 15, 2011     "
"AA-3823-LAX-DEN2011-12-15","DepartureGate"," 44F"
"AA-3823-LAX-DEN2011-12-15","ExpectedArrivalTime","December 16, 2011               12:15 AM    "
"AA-3823-LAX-DEN2011-12-15","ActualArrivalTime","December 16, 2011     "
"AA-3823-LAX-DEN2011-12-15","ArrivalGate"," A49    "
"AA-404-MIA-MCO2011-12-15","ExpectedDepartureTime","December 15, 2011               06:45 AM    "
"AA-404-MIA-MCO2011-12-15","ActualDepartureTime","December 15, 2011               06:41 AM    "
"AA-404-MIA-MCO2011-12-15","DepartureGate"," E5"
"AA-404-MIA-MCO2011-12-15","ExpectedArrivalTime","December 15, 2011               07:45 AM    "
"AA-404-MIA-MCO2011-12-15","ActualArrivalTime","December 15, 2011               07:43 AM    "
"AA-404-MIA-MCO2011-12-15","ArrivalGate"," 15    "
"AA-3979-CVG-ORD2011-12-15","ExpectedDepartureTime","December 15, 2011               07:30 AM    "
"AA-3979-CVG-ORD2011-12-15","ActualDepartureTime","December 15, 2011               07:25 AM    "
"AA-3979-CVG-ORD2011-12-15","DepartureGate"," 5"
"AA-3979-CVG-ORD2011-12-15","ExpectedArrivalTime","December 15, 2011               08:00 AM    "
"AA-3979-CVG-ORD2011-12-15","ActualArrivalTime","December 15, 2011               07:39 AM    "
"AA-3979-CVG-ORD2011-12-15","ArrivalGate"," G11    "
"AA-649-ORD-SNA2011-12-15","ExpectedDepartureTime","December 15, 2011               01:30 PM    "
"AA-649-ORD-SNA2011-12-15","ActualDepartureTime","December 15, 2011     "
"AA-649-ORD-SNA2011-12-15","DepartureGate"," H11B"
"AA-649-ORD-SNA2011-12-15","ExpectedArrivalTime","December 15, 2011               03:50 PM    "
"AA-649-ORD-SNA2011-12-15","ActualArrivalTime","December 15, 2011     "
"AA-649-ORD-SNA2011-12-15","ArrivalGate"," 7    "
"AA-3859-IAH-ORD2011-12-15","ExpectedDepartureTime","December 15, 2011               07:10 AM    "
"AA-3859-IAH-ORD2011-12-15","ActualDepartureTime","December 15, 2011               07:09 AM    "
"AA-3859-IAH-ORD2011-12-15","DepartureGate"," A29"
"AA-3859-IAH-ORD2011-12-15","ExpectedArrivalTime","December 15, 2011               09:40 AM    "
