"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2011-12-28","ExpectedDepartureTime","December 28, 2011               08:00 PM    "
"AA-1221-MCO-ORD2011-12-28","ActualDepartureTime","December 28, 2011               07:54 PM    "
"AA-1221-MCO-ORD2011-12-28","DepartureGate"," 15"
"AA-1221-MCO-ORD2011-12-28","ExpectedArrivalTime","December 28, 2011               09:50 PM    "
"AA-1221-MCO-ORD2011-12-28","ActualArrivalTime","December 28, 2011               09:49 PM    "
"AA-1221-MCO-ORD2011-12-28","ArrivalGate"," K4    "
"AA-4307-ORD-DTW2011-12-28","ExpectedDepartureTime","December 28, 2011               06:45 PM    "
"AA-4307-ORD-DTW2011-12-28","ActualDepartureTime","December 28, 2011               06:56 PM    "
"AA-4307-ORD-DTW2011-12-28","DepartureGate"," G11"
"AA-4307-ORD-DTW2011-12-28","ExpectedArrivalTime","December 28, 2011               09:10 PM    "
"AA-4307-ORD-DTW2011-12-28","ActualArrivalTime","December 28, 2011               09:05 PM    "
"AA-4307-ORD-DTW2011-12-28","ArrivalGate"," D28    "
"AA-616-DFW-DTW2011-12-28","ExpectedDepartureTime","December 28, 2011               09:05 AM    "
"AA-616-DFW-DTW2011-12-28","ActualDepartureTime","December 28, 2011               09:14 AM    "
"AA-616-DFW-DTW2011-12-28","DepartureGate"," C16"
"AA-616-DFW-DTW2011-12-28","ExpectedArrivalTime","December 28, 2011               12:35 PM    "
"AA-616-DFW-DTW2011-12-28","ActualArrivalTime","December 28, 2011               12:47 PM    "
"AA-616-DFW-DTW2011-12-28","ArrivalGate"," D32    "
"AA-431-MIA-SFO2011-12-28","ExpectedDepartureTime","December 28, 2011               08:35 AM    "
"AA-431-MIA-SFO2011-12-28","ActualDepartureTime","December 28, 2011               08:35 AM    "
"AA-431-MIA-SFO2011-12-28","DepartureGate"," D1"
"AA-431-MIA-SFO2011-12-28","ExpectedArrivalTime","December 28, 2011               11:50 AM    "
"AA-431-MIA-SFO2011-12-28","ActualArrivalTime","December 28, 2011               11:36 AM    "
"AA-431-MIA-SFO2011-12-28","ArrivalGate"," 57    "
"AA-3756-ORD-SLC2011-12-28","ExpectedDepartureTime","December 28, 2011               12:15 PM    "
"AA-3756-ORD-SLC2011-12-28","ActualDepartureTime","December 28, 2011               12:10 PM    "
"AA-3756-ORD-SLC2011-12-28","DepartureGate"," G19"
"AA-3756-ORD-SLC2011-12-28","ExpectedArrivalTime","December 28, 2011               02:45 PM    "
"AA-3756-ORD-SLC2011-12-28","ActualArrivalTime","December 28, 2011               02:26 PM    "
"AA-3756-ORD-SLC2011-12-28","ArrivalGate"," A3    "
"AA-2050-ORD-MIA2011-12-28","ExpectedDepartureTime","December 28, 2011               10:40 AM    "
"AA-2050-ORD-MIA2011-12-28","ActualDepartureTime","December 28, 2011               10:40 AM    "
"AA-2050-ORD-MIA2011-12-28","DepartureGate"," L8"
"AA-2050-ORD-MIA2011-12-28","ExpectedArrivalTime","December 28, 2011               02:45 PM    "
"AA-2050-ORD-MIA2011-12-28","ActualArrivalTime","December 28, 2011               02:27 PM    "
"AA-2050-ORD-MIA2011-12-28","ArrivalGate"," D16    "
"AA-3804-PHL-ORD2011-12-28","ExpectedDepartureTime","December 28, 2011               02:35 PM    "
"AA-3804-PHL-ORD2011-12-28","ActualDepartureTime","December 28, 2011               02:31 PM    "
"AA-3804-PHL-ORD2011-12-28","DepartureGate"," A7"
"AA-3804-PHL-ORD2011-12-28","ExpectedArrivalTime","December 28, 2011               04:05 PM    "
"AA-3804-PHL-ORD2011-12-28","ActualArrivalTime","December 28, 2011               03:46 PM    "
"AA-3804-PHL-ORD2011-12-28","ArrivalGate"," G19    "
"AA-1664-MIA-ATL2011-12-28","ExpectedDepartureTime","December 28, 2011               10:15 AM    "
"AA-1664-MIA-ATL2011-12-28","ActualDepartureTime","December 28, 2011               10:32 AM    "
"AA-1664-MIA-ATL2011-12-28","DepartureGate"," D16"
"AA-1664-MIA-ATL2011-12-28","ExpectedArrivalTime","December 28, 2011               12:10 PM    "
"AA-1664-MIA-ATL2011-12-28","ActualArrivalTime","December 28, 2011               12:17 PM    "
"AA-1664-MIA-ATL2011-12-28","ArrivalGate"," T11    "
"AA-789-ORD-DEN2011-12-28","ExpectedDepartureTime","December 28, 2011               01:05 PM    "
"AA-789-ORD-DEN2011-12-28","ActualDepartureTime","December 28, 2011               01:04 PM    "
"AA-789-ORD-DEN2011-12-28","DepartureGate"," K9"
"AA-789-ORD-DEN2011-12-28","ExpectedArrivalTime","December 28, 2011               02:35 PM    "
"AA-789-ORD-DEN2011-12-28","ActualArrivalTime","December 28, 2011               02:30 PM    "
"AA-789-ORD-DEN2011-12-28","ArrivalGate"," A49    "
"AA-1733-ORD-PHX2011-12-28","ExpectedDepartureTime","December 28, 2011               07:45 PM    "
"AA-1733-ORD-PHX2011-12-28","ActualDepartureTime","December 28, 2011               07:43 PM    "
"AA-1733-ORD-PHX2011-12-28","DepartureGate"," H6"
