"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2011-12-22","ExpectedDepartureTime","December 22, 2011               08:00 PM    "
"AA-1221-MCO-ORD2011-12-22","ActualDepartureTime","December 22, 2011               08:30 PM    "
"AA-1221-MCO-ORD2011-12-22","DepartureGate"," 16"
"AA-1221-MCO-ORD2011-12-22","ExpectedArrivalTime","December 22, 2011               09:50 PM    "
"AA-1221-MCO-ORD2011-12-22","ActualArrivalTime","December 22, 2011               09:57 PM    "
"AA-1221-MCO-ORD2011-12-22","ArrivalGate"," K3    "
"AA-4307-ORD-DTW2011-12-22","ExpectedDepartureTime","December 22, 2011               06:45 PM    "
"AA-4307-ORD-DTW2011-12-22","ActualDepartureTime","December 22, 2011               06:48 PM    "
"AA-4307-ORD-DTW2011-12-22","DepartureGate"," G12"
"AA-4307-ORD-DTW2011-12-22","ExpectedArrivalTime","December 22, 2011               09:10 PM    "
"AA-4307-ORD-DTW2011-12-22","ActualArrivalTime","December 22, 2011               09:10 PM    "
"AA-4307-ORD-DTW2011-12-22","ArrivalGate"," D28    "
"AA-616-DFW-DTW2011-12-22","ExpectedDepartureTime","December 22, 2011               09:05 AM    "
"AA-616-DFW-DTW2011-12-22","ActualDepartureTime","December 22, 2011               08:59 AM    "
"AA-616-DFW-DTW2011-12-22","DepartureGate"," C14"
"AA-616-DFW-DTW2011-12-22","ExpectedArrivalTime","December 22, 2011               12:35 PM    "
"AA-616-DFW-DTW2011-12-22","ActualArrivalTime","December 22, 2011               12:18 PM    "
"AA-616-DFW-DTW2011-12-22","ArrivalGate"," D32    "
"AA-431-MIA-SFO2011-12-22","ExpectedDepartureTime","December 22, 2011               08:35 AM    "
"AA-431-MIA-SFO2011-12-22","ActualDepartureTime","December 22, 2011               08:51 AM    "
"AA-431-MIA-SFO2011-12-22","DepartureGate"," D2"
"AA-431-MIA-SFO2011-12-22","ExpectedArrivalTime","December 22, 2011               11:50 AM    "
"AA-431-MIA-SFO2011-12-22","ActualArrivalTime","December 22, 2011               11:45 AM    "
"AA-431-MIA-SFO2011-12-22","ArrivalGate"," 58B    "
"AA-3756-ORD-SLC2011-12-22","ExpectedDepartureTime","December 22, 2011               12:15 PM    "
"AA-3756-ORD-SLC2011-12-22","ActualDepartureTime","December 22, 2011               12:17 PM    "
"AA-3756-ORD-SLC2011-12-22","DepartureGate"," G9"
"AA-3756-ORD-SLC2011-12-22","ExpectedArrivalTime","December 22, 2011               02:45 PM    "
"AA-3756-ORD-SLC2011-12-22","ActualArrivalTime","December 22, 2011               02:44 PM    "
"AA-3756-ORD-SLC2011-12-22","ArrivalGate"," A3    "
"AA-2050-ORD-MIA2011-12-22","ExpectedDepartureTime","December 22, 2011               10:40 AM    "
"AA-2050-ORD-MIA2011-12-22","ActualDepartureTime","December 22, 2011               10:44 AM    "
"AA-2050-ORD-MIA2011-12-22","DepartureGate"," K13"
"AA-2050-ORD-MIA2011-12-22","ExpectedArrivalTime","December 22, 2011               02:45 PM    "
