"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2011-12-18","ExpectedDepartureTime","December 18, 2011               08:00 PM    "
"AA-1221-MCO-ORD2011-12-18","ActualDepartureTime","December 18, 2011               07:52 PM    "
"AA-1221-MCO-ORD2011-12-18","DepartureGate"," 14"
"AA-1221-MCO-ORD2011-12-18","ExpectedArrivalTime","December 18, 2011               09:50 PM    "
"AA-1221-MCO-ORD2011-12-18","ActualArrivalTime","December 18, 2011               09:46 PM    "
"AA-1221-MCO-ORD2011-12-18","ArrivalGate"," K4    "
"AA-4307-ORD-DTW2011-12-18","ExpectedDepartureTime","December 18, 2011               06:45 PM    "
"AA-4307-ORD-DTW2011-12-18","ActualDepartureTime","December 18, 2011               06:39 PM    "
"AA-4307-ORD-DTW2011-12-18","DepartureGate"," G6A"
"AA-4307-ORD-DTW2011-12-18","ExpectedArrivalTime","December 18, 2011               09:10 PM    "
"AA-4307-ORD-DTW2011-12-18","ActualArrivalTime","December 18, 2011               08:55 PM    "
"AA-4307-ORD-DTW2011-12-18","ArrivalGate"," D28    "
"AA-616-DFW-DTW2011-12-18","ExpectedDepartureTime","December 18, 2011               09:05 AM    "
"AA-616-DFW-DTW2011-12-18","ActualDepartureTime","December 18, 2011               09:00 AM    "
"AA-616-DFW-DTW2011-12-18","DepartureGate"," A18"
"AA-616-DFW-DTW2011-12-18","ExpectedArrivalTime","December 18, 2011               12:35 PM    "
"AA-616-DFW-DTW2011-12-18","ActualArrivalTime","December 18, 2011               12:28 PM    "
"AA-616-DFW-DTW2011-12-18","ArrivalGate"," D32    "
"AA-431-MIA-SFO2011-12-18","ExpectedDepartureTime","December 18, 2011               08:35 AM    "
"AA-431-MIA-SFO2011-12-18","ActualDepartureTime","December 18, 2011               08:31 AM    "
"AA-431-MIA-SFO2011-12-18","DepartureGate"," D40"
"AA-431-MIA-SFO2011-12-18","ExpectedArrivalTime","December 18, 2011               11:50 AM    "
"AA-431-MIA-SFO2011-12-18","ActualArrivalTime","December 18, 2011               11:24 AM    "
"AA-431-MIA-SFO2011-12-18","ArrivalGate"," 57    "
"AA-3756-ORD-SLC2011-12-18","ExpectedDepartureTime","December 18, 2011               12:15 PM    "
"AA-3756-ORD-SLC2011-12-18","ActualDepartureTime","December 18, 2011               12:16 PM    "
"AA-3756-ORD-SLC2011-12-18","DepartureGate"," G13"
"AA-3756-ORD-SLC2011-12-18","ExpectedArrivalTime","December 18, 2011               02:45 PM    "
"AA-3756-ORD-SLC2011-12-18","ActualArrivalTime","December 18, 2011               02:31 PM    "
"AA-3756-ORD-SLC2011-12-18","ArrivalGate"," A3    "
