"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2011-12-07","ExpectedDepartureTime","12/07/2011 08:00 PM"
"AA-1221-MCO-ORD2011-12-07","ActualDepartureTime","12/07/2011 08:08 PM"
"AA-1221-MCO-ORD2011-12-07","DepartureGate","15"
"AA-1221-MCO-ORD2011-12-07","ExpectedArrivalTime","12/07/2011 09:50 PM"
"AA-1221-MCO-ORD2011-12-07","ActualArrivalTime","12/07/2011 09:32 PM"
"AA-1221-MCO-ORD2011-12-07","ArrivalGate","K8"
"AA-4307-ORD-DTW2011-12-07","ExpectedDepartureTime","12/07/2011 06:45 PM"
"AA-4307-ORD-DTW2011-12-07","ActualDepartureTime","12/07/2011 06:59 PM"
"AA-4307-ORD-DTW2011-12-07","DepartureGate","G19A"
"AA-4307-ORD-DTW2011-12-07","ExpectedArrivalTime","12/07/2011 09:10 PM"
"AA-4307-ORD-DTW2011-12-07","ActualArrivalTime","12/07/2011 08:52 PM"
"AA-4307-ORD-DTW2011-12-07","ArrivalGate","D28"
"AA-616-DFW-DTW2011-12-07","ExpectedDepartureTime","12/07/2011 09:05 AM"
"AA-616-DFW-DTW2011-12-07","ActualDepartureTime","12/07/2011 09:14 AM"
"AA-616-DFW-DTW2011-12-07","DepartureGate","C30"
"AA-616-DFW-DTW2011-12-07","ExpectedArrivalTime","12/07/2011 12:35 PM"
"AA-616-DFW-DTW2011-12-07","ActualArrivalTime","12/07/2011 12:43 PM"
"AA-616-DFW-DTW2011-12-07","ArrivalGate","D32"
"AA-431-MIA-SFO2011-12-07","ExpectedDepartureTime","12/07/2011 08:35 AM"
"AA-431-MIA-SFO2011-12-07","ActualDepartureTime","12/07/2011 08:42 AM"
"AA-431-MIA-SFO2011-12-07","DepartureGate","D44"
"AA-431-MIA-SFO2011-12-07","ExpectedArrivalTime","12/07/2011 11:50 AM"
"AA-431-MIA-SFO2011-12-07","ActualArrivalTime","12/07/2011 11:22 AM"
"AA-431-MIA-SFO2011-12-07","ArrivalGate","57"
"AA-3756-ORD-SLC2011-12-07","ExpectedDepartureTime","12/07/2011 12:15 PM"
"AA-3756-ORD-SLC2011-12-07","ActualDepartureTime","12/07/2011 12:29 PM"
"AA-3756-ORD-SLC2011-12-07","DepartureGate","G9"
"AA-3756-ORD-SLC2011-12-07","ExpectedArrivalTime","12/07/2011 02:45 PM"
"AA-3756-ORD-SLC2011-12-07","ActualArrivalTime","12/07/2011 02:43 PM"
"AA-3756-ORD-SLC2011-12-07","ArrivalGate","A3"
"AA-2050-ORD-MIA2011-12-07","ExpectedDepartureTime","12/07/2011 10:40 AM"
"AA-2050-ORD-MIA2011-12-07","ActualDepartureTime","12/07/2011 10:50 AM"
"AA-2050-ORD-MIA2011-12-07","DepartureGate","H15"
"AA-2050-ORD-MIA2011-12-07","ExpectedArrivalTime","12/07/2011 02:45 PM"
"AA-2050-ORD-MIA2011-12-07","ActualArrivalTime","12/07/2011 02:34 PM"
"AA-2050-ORD-MIA2011-12-07","ArrivalGate","D1"
"AA-3804-PHL-ORD2011-12-07","ExpectedDepartureTime","12/07/2011 02:35 PM"
"AA-3804-PHL-ORD2011-12-07","ActualDepartureTime","12/07/2011 03:13 PM"
"AA-3804-PHL-ORD2011-12-07","DepartureGate","A7"
"AA-3804-PHL-ORD2011-12-07","ExpectedArrivalTime","12/07/2011 04:05 PM"
"AA-3804-PHL-ORD2011-12-07","ActualArrivalTime","12/07/2011 04:10 PM"
"AA-3804-PHL-ORD2011-12-07","ArrivalGate","H1A"
"AA-1664-MIA-ATL2011-12-07","ExpectedDepartureTime","12/07/2011 10:15 AM"
"AA-1664-MIA-ATL2011-12-07","ActualDepartureTime","12/07/2011 10:26 AM"
"AA-1664-MIA-ATL2011-12-07","DepartureGate","D36"
"AA-1664-MIA-ATL2011-12-07","ExpectedArrivalTime","12/07/2011 12:10 PM"
"AA-1664-MIA-ATL2011-12-07","ActualArrivalTime","12/07/2011 11:59 AM"
"AA-1664-MIA-ATL2011-12-07","ArrivalGate","T11"
"AA-789-ORD-DEN2011-12-07","ExpectedDepartureTime","12/07/2011 01:05 PM"
"AA-789-ORD-DEN2011-12-07","ActualDepartureTime","12/07/2011 01:11 PM"
"AA-789-ORD-DEN2011-12-07","DepartureGate","K9"
"AA-789-ORD-DEN2011-12-07","ExpectedArrivalTime","12/07/2011 02:35 PM"
"AA-789-ORD-DEN2011-12-07","ActualArrivalTime","12/07/2011 02:29 PM"
"AA-789-ORD-DEN2011-12-07","ArrivalGate","A49"
"AA-1733-ORD-PHX2011-12-07","ExpectedDepartureTime","12/07/2011 07:45 PM"
"AA-1733-ORD-PHX2011-12-07","ActualDepartureTime","12/07/2011 08:01 PM"
"AA-1733-ORD-PHX2011-12-07","DepartureGate","H15"
"AA-1733-ORD-PHX2011-12-07","ExpectedArrivalTime","12/07/2011 10:30 PM"
"AA-1733-ORD-PHX2011-12-07","ArrivalGate","6"
"AA-1733-ORD-PHX2011-12-07","ExpectedDepartureTime","12/07/2011 07:45 PM"
"AA-1733-ORD-PHX2011-12-07","ActualDepartureTime","12/07/2011 08:01 PM"
"AA-1733-ORD-PHX2011-12-07","DepartureGate","H15"
"AA-1733-ORD-PHX2011-12-07","ExpectedArrivalTime","12/07/2011 10:30 PM"
"AA-1733-ORD-PHX2011-12-07","ArrivalGate","6"
"AA-4277-CVG-JFK2011-12-07","ExpectedDepartureTime","12/07/2011 12:10 PM"
"AA-4277-CVG-JFK2011-12-07","ActualDepartureTime","12/07/2011 12:16 PM"
"AA-4277-CVG-JFK2011-12-07","DepartureGate","1"
"AA-4277-CVG-JFK2011-12-07","ExpectedArrivalTime","12/07/2011 02:15 PM"
"AA-4277-CVG-JFK2011-12-07","ActualArrivalTime","12/07/2011 01:58 PM"
"AA-4277-CVG-JFK2011-12-07","ArrivalGate","31E"
"AA-2312-DFW-DTW2011-12-07","ExpectedDepartureTime","12/07/2011 08:25 PM"
"AA-2312-DFW-DTW2011-12-07","DepartureGate","C19"
"AA-2312-DFW-DTW2011-12-07","ExpectedArrivalTime","12/07/2011 11:50 PM"
"AA-2312-DFW-DTW2011-12-07","ArrivalGate","D32"
"AA-85-JFK-SFO2011-12-07","ExpectedDepartureTime","12/07/2011 03:05 PM"
"AA-85-JFK-SFO2011-12-07","ActualDepartureTime","12/07/2011 04:38 PM"
"AA-85-JFK-SFO2011-12-07","DepartureGate","41"
"AA-85-JFK-SFO2011-12-07","ExpectedArrivalTime","12/07/2011 06:30 PM"
"AA-85-JFK-SFO2011-12-07","ArrivalGate","58B"
"AA-404-MIA-MCO2011-12-07","ExpectedDepartureTime","12/07/2011 06:45 AM"
"AA-404-MIA-MCO2011-12-07","ActualDepartureTime","12/07/2011 06:52 AM"
"AA-404-MIA-MCO2011-12-07","DepartureGate","D48"
"AA-404-MIA-MCO2011-12-07","ExpectedArrivalTime","12/07/2011 07:45 AM"
"AA-404-MIA-MCO2011-12-07","ActualArrivalTime","12/07/2011 07:38 AM"
"AA-404-MIA-MCO2011-12-07","ArrivalGate","17"
"AA-446-DFW-PHL2011-12-07","ExpectedDepartureTime","12/07/2011 11:50 AM"
"AA-446-DFW-PHL2011-12-07","ActualDepartureTime","12/07/2011 01:40 PM"
"AA-446-DFW-PHL2011-12-07","DepartureGate","D28"
"AA-446-DFW-PHL2011-12-07","ExpectedArrivalTime","12/07/2011 03:50 PM"
"AA-446-DFW-PHL2011-12-07","ActualArrivalTime","12/07/2011 05:27 PM"
"AA-446-DFW-PHL2011-12-07","ArrivalGate","A3"
"AA-2268-PHX-ORD2011-12-07","ExpectedDepartureTime","12/07/2011 07:15 AM"
"AA-2268-PHX-ORD2011-12-07","ActualDepartureTime","12/07/2011 07:25 AM"
"AA-2268-PHX-ORD2011-12-07","DepartureGate","6"
"AA-2268-PHX-ORD2011-12-07","ExpectedArrivalTime","12/07/2011 11:35 AM"
"AA-2268-PHX-ORD2011-12-07","ActualArrivalTime","12/07/2011 11:23 AM"
"AA-2268-PHX-ORD2011-12-07","ArrivalGate","H12"
"AA-4344-ORD-DTW2011-12-07","ExpectedDepartureTime","12/07/2011 11:45 AM"
"AA-4344-ORD-DTW2011-12-07","ActualDepartureTime","12/07/2011 11:54 AM"
"AA-4344-ORD-DTW2011-12-07","DepartureGate","G1B"
"AA-4344-ORD-DTW2011-12-07","ExpectedArrivalTime","12/07/2011 02:00 PM"
"AA-4344-ORD-DTW2011-12-07","ActualArrivalTime","12/07/2011 01:54 PM"
"AA-4344-ORD-DTW2011-12-07","ArrivalGate","D28"
"AA-484-DFW-MIA2011-12-07","ExpectedDepartureTime","12/07/2011 04:15 PM"
"AA-484-DFW-MIA2011-12-07","ActualDepartureTime","12/07/2011 04:36 PM"
"AA-484-DFW-MIA2011-12-07","DepartureGate","D20"
"AA-484-DFW-MIA2011-12-07","ExpectedArrivalTime","12/07/2011 07:55 PM"
"AA-484-DFW-MIA2011-12-07","ActualArrivalTime","12/07/2011 07:57 PM"
"AA-484-DFW-MIA2011-12-07","ArrivalGate","D48"
"AA-3979-CVG-ORD2011-12-07","ExpectedDepartureTime","12/07/2011 07:30 AM"
"AA-3979-CVG-ORD2011-12-07","ActualDepartureTime","12/07/2011 07:56 AM"
"AA-3979-CVG-ORD2011-12-07","DepartureGate","3"
"AA-3979-CVG-ORD2011-12-07","ExpectedArrivalTime","12/07/2011 08:00 AM"
"AA-3979-CVG-ORD2011-12-07","ActualArrivalTime","12/07/2011 07:49 AM"
"AA-3979-CVG-ORD2011-12-07","ArrivalGate","G6B"
"AA-3063-SLC-LAX2011-12-07","ExpectedDepartureTime","12/07/2011 08:20 PM"
"AA-3063-SLC-LAX2011-12-07","ActualDepartureTime","12/07/2011 08:29 PM"
"AA-3063-SLC-LAX2011-12-07","DepartureGate","A3"
"AA-3063-SLC-LAX2011-12-07","ExpectedArrivalTime","12/07/2011 09:20 PM"
"AA-3063-SLC-LAX2011-12-07","ArrivalGate","44J"
"AA-3859-IAH-ORD2011-12-07","ExpectedDepartureTime","12/07/2011 07:10 AM"
"AA-3859-IAH-ORD2011-12-07","ActualDepartureTime","12/07/2011 07:22 AM"
"AA-3859-IAH-ORD2011-12-07","DepartureGate","A29"
"AA-3859-IAH-ORD2011-12-07","ExpectedArrivalTime","12/07/2011 09:40 AM"
"AA-3859-IAH-ORD2011-12-07","ActualArrivalTime","12/07/2011 09:29 AM"
"AA-3859-IAH-ORD2011-12-07","ArrivalGate","G11"
"AA-3842-MSP-ORD2011-12-07","ExpectedDepartureTime","12/07/2011 06:00 AM"
"AA-3842-MSP-ORD2011-12-07","ActualDepartureTime","12/07/2011 06:24 AM"
"AA-3842-MSP-ORD2011-12-07","DepartureGate","E14"
"AA-3842-MSP-ORD2011-12-07","ExpectedArrivalTime","12/07/2011 07:30 AM"
"AA-3842-MSP-ORD2011-12-07","ActualArrivalTime","12/07/2011 07:24 AM"
"AA-3842-MSP-ORD2011-12-07","ArrivalGate","H5"
"AA-1544-SAN-ORD2011-12-07","ExpectedDepartureTime","12/07/2011 11:25 AM"
"AA-1544-SAN-ORD2011-12-07","ActualDepartureTime","12/07/2011 11:31 AM"
"AA-1544-SAN-ORD2011-12-07","DepartureGate","27"
"AA-1544-SAN-ORD2011-12-07","ExpectedArrivalTime","12/07/2011 05:25 PM"
"AA-1544-SAN-ORD2011-12-07","ActualArrivalTime","12/07/2011 05:20 PM"
"AA-1544-SAN-ORD2011-12-07","ArrivalGate","H6"
"AA-649-ORD-SNA2011-12-07","ExpectedDepartureTime","12/07/2011 01:30 PM"
"AA-649-ORD-SNA2011-12-07","DepartureGate","K8"
"AA-649-ORD-SNA2011-12-07","ExpectedArrivalTime","12/07/2011 03:50 PM"
"AA-649-ORD-SNA2011-12-07","ArrivalGate","7"
"AA-1640-MIA-MCO2011-12-07","ExpectedDepartureTime","12/07/2011 06:30 PM"
"AA-1640-MIA-MCO2011-12-07","DepartureGate","D43"
"AA-1640-MIA-MCO2011-12-07","ExpectedArrivalTime","12/07/2011 07:25 PM"
"AA-1640-MIA-MCO2011-12-07","ArrivalGate","14"
"AA-518-MIA-JFK2011-12-07","ExpectedDepartureTime","12/07/2011 06:30 AM"
"AA-518-MIA-JFK2011-12-07","ActualDepartureTime","12/07/2011 06:35 AM"
"AA-518-MIA-JFK2011-12-07","DepartureGate","D1"
"AA-518-MIA-JFK2011-12-07","ExpectedArrivalTime","12/07/2011 09:15 AM"
"AA-518-MIA-JFK2011-12-07","ActualArrivalTime","12/07/2011 09:01 AM"
"AA-518-MIA-JFK2011-12-07","ArrivalGate","33"
"AA-1279-DFW-PHX2011-12-07","ExpectedDepartureTime","12/07/2011 01:00 PM"
"AA-1279-DFW-PHX2011-12-07","ActualDepartureTime","12/07/2011 01:16 PM"
"AA-1279-DFW-PHX2011-12-07","DepartureGate","C16"
"AA-1279-DFW-PHX2011-12-07","ExpectedArrivalTime","12/07/2011 02:35 PM"
"AA-1279-DFW-PHX2011-12-07","ActualArrivalTime","12/07/2011 02:29 PM"
"AA-1279-DFW-PHX2011-12-07","ArrivalGate","4"
"AA-1522-SFO-ORD2011-12-07","ExpectedDepartureTime","12/07/2011 11:55 PM"
"AA-1522-SFO-ORD2011-12-07","DepartureGate","57"
"AA-1522-SFO-ORD2011-12-07","ExpectedArrivalTime","12/08/2011 05:50 AM"
"AA-1522-SFO-ORD2011-12-07","ArrivalGate","H9"
"AA-59-JFK-SFO2011-12-07","ExpectedDepartureTime","12/07/2011 07:10 AM"
"AA-59-JFK-SFO2011-12-07","ActualDepartureTime","12/07/2011 07:40 AM"
"AA-59-JFK-SFO2011-12-07","DepartureGate","33"
"AA-59-JFK-SFO2011-12-07","ExpectedArrivalTime","12/07/2011 10:45 AM"
"AA-59-JFK-SFO2011-12-07","ActualArrivalTime","12/07/2011 10:45 AM"
"AA-59-JFK-SFO2011-12-07","ArrivalGate","58B"
"AA-415-BOS-ORD2011-12-07","ExpectedDepartureTime","12/07/2011 08:35 AM"
"AA-415-BOS-ORD2011-12-07","ActualDepartureTime","12/07/2011 08:50 AM"
"AA-415-BOS-ORD2011-12-07","DepartureGate","B35"
"AA-415-BOS-ORD2011-12-07","ExpectedArrivalTime","12/07/2011 10:40 AM"
"AA-415-BOS-ORD2011-12-07","ActualArrivalTime","12/07/2011 10:33 AM"
"AA-415-BOS-ORD2011-12-07","ArrivalGate","H10"
"AA-222-LAX-BOS2011-12-07","ExpectedDepartureTime","12/07/2011 07:10 AM"
"AA-222-LAX-BOS2011-12-07","ActualDepartureTime","12/07/2011 07:22 AM"
"AA-222-LAX-BOS2011-12-07","DepartureGate","48B"
"AA-222-LAX-BOS2011-12-07","ExpectedArrivalTime","12/07/2011 03:30 PM"
"AA-222-LAX-BOS2011-12-07","ActualArrivalTime","12/07/2011 03:29 PM"
"AA-222-LAX-BOS2011-12-07","ArrivalGate","B28"
"AA-3823-LAX-DEN2011-12-07","ExpectedDepartureTime","12/07/2011 09:00 PM"
"AA-3823-LAX-DEN2011-12-07","DepartureGate","44F"
