"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2011-12-11","ExpectedDepartureTime","December 11, 2011               08:00 PM    "
"AA-1221-MCO-ORD2011-12-11","ActualDepartureTime","December 11, 2011               08:00 PM    "
"AA-1221-MCO-ORD2011-12-11","DepartureGate"," 15"
"AA-1221-MCO-ORD2011-12-11","ExpectedArrivalTime","December 11, 2011               09:50 PM    "
"AA-1221-MCO-ORD2011-12-11","ActualArrivalTime","December 11, 2011               09:38 PM    "
"AA-1221-MCO-ORD2011-12-11","ArrivalGate"," K3    "
"AA-4307-ORD-DTW2011-12-11","ExpectedDepartureTime","December 11, 2011               06:45 PM    "
"AA-4307-ORD-DTW2011-12-11","ActualDepartureTime","December 11, 2011               06:41 PM    "
"AA-4307-ORD-DTW2011-12-11","DepartureGate"," G19A"
"AA-4307-ORD-DTW2011-12-11","ExpectedArrivalTime","December 11, 2011               09:10 PM    "
"AA-4307-ORD-DTW2011-12-11","ActualArrivalTime","December 11, 2011               08:50 PM    "
"AA-4307-ORD-DTW2011-12-11","ArrivalGate"," D28    "
"AA-616-DFW-DTW2011-12-11","ExpectedDepartureTime","December 11, 2011               09:05 AM    "
"AA-616-DFW-DTW2011-12-11","ActualDepartureTime","December 11, 2011               09:01 AM    "
"AA-616-DFW-DTW2011-12-11","DepartureGate"," C19"
"AA-616-DFW-DTW2011-12-11","ExpectedArrivalTime","December 11, 2011               12:35 PM    "
"AA-616-DFW-DTW2011-12-11","ActualArrivalTime","December 11, 2011               12:35 PM    "
"AA-616-DFW-DTW2011-12-11","ArrivalGate"," D32    "
"AA-431-MIA-SFO2011-12-11","ExpectedDepartureTime","December 11, 2011               08:35 AM    "
"AA-431-MIA-SFO2011-12-11","ActualDepartureTime","December 11, 2011               08:25 AM    "
"AA-431-MIA-SFO2011-12-11","DepartureGate"," E9"
"AA-431-MIA-SFO2011-12-11","ExpectedArrivalTime","December 11, 2011               11:50 AM    "
"AA-431-MIA-SFO2011-12-11","ActualArrivalTime","December 11, 2011               11:30 AM    "
"AA-431-MIA-SFO2011-12-11","ArrivalGate"," 57    "
"AA-3756-ORD-SLC2011-12-11","ExpectedDepartureTime","December 11, 2011               12:15 PM    "
"AA-3756-ORD-SLC2011-12-11","ActualDepartureTime","December 11, 2011               12:24 PM    "
"AA-3756-ORD-SLC2011-12-11","DepartureGate"," G5"
"AA-3756-ORD-SLC2011-12-11","ExpectedArrivalTime","December 11, 2011               02:45 PM    "
"AA-3756-ORD-SLC2011-12-11","ActualArrivalTime","December 11, 2011               02:30 PM    "
"AA-3756-ORD-SLC2011-12-11","ArrivalGate"," A3    "
"AA-2050-ORD-MIA2011-12-11","ExpectedDepartureTime","December 11, 2011               10:40 AM    "
"AA-2050-ORD-MIA2011-12-11","ActualDepartureTime","December 11, 2011               10:42 AM    "
"AA-2050-ORD-MIA2011-12-11","DepartureGate"," K9"
"AA-2050-ORD-MIA2011-12-11","ExpectedArrivalTime","December 11, 2011               02:45 PM    "
"AA-2050-ORD-MIA2011-12-11","ActualArrivalTime","December 11, 2011               02:36 PM    "
"AA-2050-ORD-MIA2011-12-11","ArrivalGate"," D24    "
"AA-3804-PHL-ORD2011-12-11","ExpectedDepartureTime","December 11, 2011               02:35 PM    "
"AA-3804-PHL-ORD2011-12-11","ActualDepartureTime","December 11, 2011               02:28 PM    "
