"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2011-12-09","ExpectedDepartureTime","December 9, 2011               08:00 PM    "
"AA-1221-MCO-ORD2011-12-09","ActualDepartureTime","December 9, 2011               08:03 PM    "
"AA-1221-MCO-ORD2011-12-09","DepartureGate"," 15"
"AA-1221-MCO-ORD2011-12-09","ExpectedArrivalTime","December 9, 2011               09:50 PM    "
"AA-1221-MCO-ORD2011-12-09","ActualArrivalTime","December 9, 2011               09:31 PM    "
"AA-1221-MCO-ORD2011-12-09","ArrivalGate"," H11B    "
"AA-4307-ORD-DTW2011-12-09","ExpectedDepartureTime","December 9, 2011               06:45 PM    "
"AA-4307-ORD-DTW2011-12-09","ActualDepartureTime","December 9, 2011               06:42 PM    "
"AA-4307-ORD-DTW2011-12-09","DepartureGate"," G1A"
"AA-4307-ORD-DTW2011-12-09","ExpectedArrivalTime","December 9, 2011               09:10 PM    "
"AA-4307-ORD-DTW2011-12-09","ActualArrivalTime","December 9, 2011               08:58 PM    "
"AA-4307-ORD-DTW2011-12-09","ArrivalGate"," D28    "
"AA-616-DFW-DTW2011-12-09","ExpectedDepartureTime","December 9, 2011               09:05 AM    "
"AA-616-DFW-DTW2011-12-09","ActualDepartureTime","December 9, 2011               09:04 AM    "
"AA-616-DFW-DTW2011-12-09","DepartureGate"," C24"
"AA-616-DFW-DTW2011-12-09","ExpectedArrivalTime","December 9, 2011               12:35 PM    "
"AA-616-DFW-DTW2011-12-09","ActualArrivalTime","December 9, 2011               12:25 PM    "
"AA-616-DFW-DTW2011-12-09","ArrivalGate"," D32    "
"AA-431-MIA-SFO2011-12-09","ExpectedDepartureTime","December 9, 2011               08:35 AM    "
"AA-431-MIA-SFO2011-12-09","ActualDepartureTime","December 9, 2011               08:28 AM    "
"AA-431-MIA-SFO2011-12-09","DepartureGate"," D16"
"AA-431-MIA-SFO2011-12-09","ExpectedArrivalTime","December 9, 2011               11:50 AM    "
"AA-431-MIA-SFO2011-12-09","ActualArrivalTime","December 9, 2011               11:22 AM    "
