"ObjectID","PropertyID","PropertyValue"
"AA-1221-MCO-ORD2011-12-08","ExpectedDepartureTime","December 8, 2011               08:00 PM    "
"AA-1221-MCO-ORD2011-12-08","ActualDepartureTime","December 8, 2011               07:52 PM    "
"AA-1221-MCO-ORD2011-12-08","DepartureGate"," 16"
"AA-1221-MCO-ORD2011-12-08","ExpectedArrivalTime","December 8, 2011               09:50 PM    "
"AA-1221-MCO-ORD2011-12-08","ActualArrivalTime","December 8, 2011               09:24 PM    "
"AA-1221-MCO-ORD2011-12-08","ArrivalGate"," H11B    "
"AA-4307-ORD-DTW2011-12-08","ExpectedDepartureTime","December 8, 2011               06:45 PM    "
"AA-4307-ORD-DTW2011-12-08","ActualDepartureTime","December 8, 2011               06:37 PM    "
"AA-4307-ORD-DTW2011-12-08","DepartureGate"," H2"
"AA-4307-ORD-DTW2011-12-08","ExpectedArrivalTime","December 8, 2011               09:10 PM    "
"AA-4307-ORD-DTW2011-12-08","ActualArrivalTime","December 8, 2011               08:57 PM    "
"AA-4307-ORD-DTW2011-12-08","ArrivalGate"," D28    "
"AA-616-DFW-DTW2011-12-08","ExpectedDepartureTime","December 8, 2011               09:05 AM    "
"AA-616-DFW-DTW2011-12-08","ActualDepartureTime","December 8, 2011               09:00 AM    "
"AA-616-DFW-DTW2011-12-08","DepartureGate"," C24"
"AA-616-DFW-DTW2011-12-08","ExpectedArrivalTime","December 8, 2011               12:35 PM    "
"AA-616-DFW-DTW2011-12-08","ActualArrivalTime","December 8, 2011               12:20 PM    "
"AA-616-DFW-DTW2011-12-08","ArrivalGate"," D32    "
"AA-431-MIA-SFO2011-12-08","ExpectedDepartureTime","December 8, 2011               08:35 AM    "
"AA-431-MIA-SFO2011-12-08","ActualDepartureTime","December 8, 2011               08:31 AM    "
"AA-431-MIA-SFO2011-12-08","DepartureGate"," D22"
"AA-431-MIA-SFO2011-12-08","ExpectedArrivalTime","December 8, 2011               11:50 AM    "
"AA-431-MIA-SFO2011-12-08","ActualArrivalTime","December 8, 2011               11:31 AM    "
"AA-431-MIA-SFO2011-12-08","ArrivalGate"," 57    "
"AA-3756-ORD-SLC2011-12-08","ExpectedDepartureTime","December 8, 2011               12:15 PM    "
"AA-3756-ORD-SLC2011-12-08","ActualDepartureTime","December 8, 2011               12:12 PM    "
"AA-3756-ORD-SLC2011-12-08","DepartureGate"," H4"
"AA-3756-ORD-SLC2011-12-08","ExpectedArrivalTime","December 8, 2011               02:45 PM    "
"AA-3756-ORD-SLC2011-12-08","ActualArrivalTime","December 8, 2011               02:35 PM    "
"AA-3756-ORD-SLC2011-12-08","ArrivalGate"," A3    "
"AA-2050-ORD-MIA2011-12-08","ExpectedDepartureTime","December 8, 2011               10:40 AM    "
"AA-2050-ORD-MIA2011-12-08","ActualDepartureTime","December 8, 2011               10:39 AM    "
"AA-2050-ORD-MIA2011-12-08","DepartureGate"," H15"
"AA-2050-ORD-MIA2011-12-08","ExpectedArrivalTime","December 8, 2011               02:45 PM    "
"AA-2050-ORD-MIA2011-12-08","ActualArrivalTime","December 8, 2011               02:32 PM    "
"AA-2050-ORD-MIA2011-12-08","ArrivalGate"," D40    "
"AA-3804-PHL-ORD2011-12-08","ExpectedDepartureTime","December 8, 2011               02:35 PM    "
