"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"sanjosefrijan2908","Temperature","48","cnn","fri jan 29 08:44:03 2010"
"sanjosefrijan2908","RealFeel","51","cnn","fri jan 29 08:44:03 2010"
"sanjosefrijan2908","Humidity","89","cnn","fri jan 29 08:44:03 2010"
"sanjosefrijan2908","Pressure","30.06","cnn","fri jan 29 08:44:03 2010"
"charlottefrijan2908","Temperature","42","cnn","fri jan 29 08:44:05 2010"
"charlottefrijan2908","RealFeel","43","cnn","fri jan 29 08:44:05 2010"
"charlottefrijan2908","Humidity","50","cnn","fri jan 29 08:44:05 2010"
"charlottefrijan2908","Pressure","30.18","cnn","fri jan 29 08:44:05 2010"
"sandiegofrijan2908","Temperature","56","cnn","fri jan 29 08:44:07 2010"
"sandiegofrijan2908","RealFeel","62","cnn","fri jan 29 08:44:07 2010"
"sandiegofrijan2908","Humidity","80","cnn","fri jan 29 08:44:07 2010"
"sandiegofrijan2908","Pressure","30.08","cnn","fri jan 29 08:44:07 2010"
"denverfrijan2908","Temperature","24","cnn","fri jan 29 08:44:09 2010"
"denverfrijan2908","RealFeel","24","cnn","fri jan 29 08:44:09 2010"
"denverfrijan2908","Humidity","88","cnn","fri jan 29 08:44:09 2010"
"denverfrijan2908","Pressure","30.18","cnn","fri jan 29 08:44:09 2010"
"memphisfrijan2908","Temperature","33","cnn","fri jan 29 08:44:10 2010"
"memphisfrijan2908","RealFeel","33","cnn","fri jan 29 08:44:10 2010"
"memphisfrijan2908","Humidity","63","cnn","fri jan 29 08:44:10 2010"
"memphisfrijan2908","Pressure","30.32","cnn","fri jan 29 08:44:10 2010"
"losangelesfrijan2908","Temperature","57","cnn","fri jan 29 08:44:12 2010"
"losangelesfrijan2908","RealFeel","61","cnn","fri jan 29 08:44:12 2010"
"losangelesfrijan2908","Humidity","74","cnn","fri jan 29 08:44:12 2010"
"losangelesfrijan2908","Pressure","30.06","cnn","fri jan 29 08:44:12 2010"
"elpasofrijan2908","Temperature","33","cnn","fri jan 29 08:44:14 2010"
"elpasofrijan2908","RealFeel","33","cnn","fri jan 29 08:44:14 2010"
"elpasofrijan2908","Humidity","97","cnn","fri jan 29 08:44:14 2010"
"elpasofrijan2908","Pressure","30.09","cnn","fri jan 29 08:44:14 2010"
"newyorkfrijan2908","Temperature","19","cnn","fri jan 29 08:44:16 2010"
"newyorkfrijan2908","RealFeel","19","cnn","fri jan 29 08:44:16 2010"
"newyorkfrijan2908","Humidity","41","cnn","fri jan 29 08:44:16 2010"
"newyorkfrijan2908","Pressure","30.18","cnn","fri jan 29 08:44:16 2010"
"baltimorefrijan2908","Temperature","21","cnn","fri jan 29 08:44:18 2010"
"baltimorefrijan2908","RealFeel","21","cnn","fri jan 29 08:44:18 2010"
"baltimorefrijan2908","Humidity","38","cnn","fri jan 29 08:44:18 2010"
"baltimorefrijan2908","Pressure","30.34","cnn","fri jan 29 08:44:18 2010"
"lasvegasfrijan2908","Temperature","47","cnn","fri jan 29 08:44:20 2010"
"lasvegasfrijan2908","RealFeel","49","cnn","fri jan 29 08:44:20 2010"
"lasvegasfrijan2908","Humidity","63","cnn","fri jan 29 08:44:20 2010"
"lasvegasfrijan2908","Pressure","30.08","cnn","fri jan 29 08:44:20 2010"
"washingtonfrijan2908","Temperature","24","cnn","fri jan 29 08:44:22 2010"
"washingtonfrijan2908","RealFeel","24","cnn","fri jan 29 08:44:22 2010"
"washingtonfrijan2908","Humidity","43","cnn","fri jan 29 08:44:22 2010"
"washingtonfrijan2908","Pressure","30.35","cnn","fri jan 29 08:44:22 2010"
"austinfrijan2908","Temperature","59","cnn","fri jan 29 08:44:24 2010"
"austinfrijan2908","RealFeel","65","cnn","fri jan 29 08:44:24 2010"
"austinfrijan2908","Humidity","87","cnn","fri jan 29 08:44:24 2010"
"austinfrijan2908","Pressure","29.88","cnn","fri jan 29 08:44:24 2010"
"sanfranciscofrijan2908","Temperature","51","cnn","fri jan 29 08:44:26 2010"
"sanfranciscofrijan2908","RealFeel","57","cnn","fri jan 29 08:44:26 2010"
"sanfranciscofrijan2908","Humidity","89","cnn","fri jan 29 08:44:26 2010"
"sanfranciscofrijan2908","Pressure","30.05","cnn","fri jan 29 08:44:26 2010"
"oklahomacityfrijan2908","Temperature","28","cnn","fri jan 29 08:44:28 2010"
"oklahomacityfrijan2908","RealFeel","28","cnn","fri jan 29 08:44:28 2010"
"oklahomacityfrijan2908","Humidity","86","cnn","fri jan 29 08:44:28 2010"
"oklahomacityfrijan2908","Pressure","30.16","cnn","fri jan 29 08:44:28 2010"
"nashvillefrijan2908","Temperature","28","cnn","fri jan 29 08:44:30 2010"
"nashvillefrijan2908","RealFeel","28","cnn","fri jan 29 08:44:30 2010"
"nashvillefrijan2908","Humidity","58","cnn","fri jan 29 08:44:30 2010"
"nashvillefrijan2908","Pressure","30.39","cnn","fri jan 29 08:44:30 2010"
"fortworthfrijan2908","Temperature","46","cnn","fri jan 29 08:44:32 2010"
"fortworthfrijan2908","RealFeel","49","cnn","fri jan 29 08:44:32 2010"
"fortworthfrijan2908","Humidity","88","cnn","fri jan 29 08:44:32 2010"
"fortworthfrijan2908","Pressure","30","cnn","fri jan 29 08:44:32 2010"
"phoenixfrijan2908","Temperature","55","cnn","fri jan 29 08:44:34 2010"
"phoenixfrijan2908","RealFeel","61","cnn","fri jan 29 08:44:34 2010"
"phoenixfrijan2908","Humidity","79","cnn","fri jan 29 08:44:34 2010"
"phoenixfrijan2908","Pressure","30.02","cnn","fri jan 29 08:44:34 2010"
"portlandfrijan2908","Temperature","48","cnn","fri jan 29 08:44:36 2010"
"portlandfrijan2908","RealFeel","50","cnn","fri jan 29 08:44:36 2010"
"portlandfrijan2908","Humidity","60","cnn","fri jan 29 08:44:36 2010"
"portlandfrijan2908","Pressure","30","cnn","fri jan 29 08:44:36 2010"
"chicagofrijan2908","Temperature","6","cnn","fri jan 29 08:44:38 2010"
"chicagofrijan2908","RealFeel","6","cnn","fri jan 29 08:44:38 2010"
"chicagofrijan2908","Humidity","57","cnn","fri jan 29 08:44:38 2010"
"chicagofrijan2908","Pressure","30.58","cnn","fri jan 29 08:44:38 2010"
"sanantoniofrijan2908","Temperature","57","cnn","fri jan 29 08:44:40 2010"
"sanantoniofrijan2908","RealFeel","63","cnn","fri jan 29 08:44:40 2010"
"sanantoniofrijan2908","Humidity","87","cnn","fri jan 29 08:44:40 2010"
"sanantoniofrijan2908","Pressure","29.9","cnn","fri jan 29 08:44:40 2010"
"indianapolisfrijan2908","Temperature","10","cnn","fri jan 29 08:44:42 2010"
"indianapolisfrijan2908","RealFeel","10","cnn","fri jan 29 08:44:42 2010"
"indianapolisfrijan2908","Humidity","66","cnn","fri jan 29 08:44:42 2010"
"indianapolisfrijan2908","Pressure","30.51","cnn","fri jan 29 08:44:42 2010"
"bostonfrijan2908","Temperature","18","cnn","fri jan 29 08:44:44 2010"
"bostonfrijan2908","RealFeel","18","cnn","fri jan 29 08:44:44 2010"
"bostonfrijan2908","Humidity","35","cnn","fri jan 29 08:44:44 2010"
"bostonfrijan2908","Pressure","29.95","cnn","fri jan 29 08:44:44 2010"
"jacksonvillefrijan2908","Temperature","36","cnn","fri jan 29 08:44:45 2010"
"jacksonvillefrijan2908","RealFeel","36","cnn","fri jan 29 08:44:45 2010"
"jacksonvillefrijan2908","Humidity","100","cnn","fri jan 29 08:44:45 2010"
"jacksonvillefrijan2908","Pressure","30.18","cnn","fri jan 29 08:44:45 2010"
"columbusfrijan2908","Temperature","10","cnn","fri jan 29 08:44:47 2010"
"columbusfrijan2908","RealFeel","10","cnn","fri jan 29 08:44:47 2010"
"columbusfrijan2908","Humidity","70","cnn","fri jan 29 08:44:47 2010"
"columbusfrijan2908","Pressure","30.49","cnn","fri jan 29 08:44:47 2010"
"dallasfrijan2908","Temperature","45","cnn","fri jan 29 08:44:49 2010"
"dallasfrijan2908","RealFeel","48","cnn","fri jan 29 08:44:49 2010"
"dallasfrijan2908","Humidity","87","cnn","fri jan 29 08:44:49 2010"
"dallasfrijan2908","Pressure","30.03","cnn","fri jan 29 08:44:49 2010"
"houstonfrijan2908","Temperature","64","cnn","fri jan 29 08:44:51 2010"
"houstonfrijan2908","RealFeel","67","cnn","fri jan 29 08:44:51 2010"
"houstonfrijan2908","Humidity","93","cnn","fri jan 29 08:44:51 2010"
"houstonfrijan2908","Pressure","29.88","cnn","fri jan 29 08:44:51 2010"
"seattlefrijan2908","Temperature","50","cnn","fri jan 29 08:44:53 2010"
"seattlefrijan2908","RealFeel","52","cnn","fri jan 29 08:44:53 2010"
"seattlefrijan2908","Humidity","49","cnn","fri jan 29 08:44:53 2010"
"seattlefrijan2908","Pressure","30.02","cnn","fri jan 29 08:44:53 2010"
"milwaukeefrijan2908","Temperature","5","cnn","fri jan 29 08:44:55 2010"
"milwaukeefrijan2908","RealFeel","5","cnn","fri jan 29 08:44:55 2010"
"milwaukeefrijan2908","Humidity","47","cnn","fri jan 29 08:44:55 2010"
"milwaukeefrijan2908","Pressure","30.58","cnn","fri jan 29 08:44:55 2010"
"detroitfrijan2908","Temperature","8","cnn","fri jan 29 08:44:57 2010"
"detroitfrijan2908","RealFeel","8","cnn","fri jan 29 08:44:57 2010"
"detroitfrijan2908","Humidity","63","cnn","fri jan 29 08:44:57 2010"
"detroitfrijan2908","Pressure","30.46","cnn","fri jan 29 08:44:57 2010"
"philadelphiafrijan2908","Temperature","18","cnn","fri jan 29 08:44:59 2010"
"philadelphiafrijan2908","RealFeel","18","cnn","fri jan 29 08:44:59 2010"
"philadelphiafrijan2908","Humidity","41","cnn","fri jan 29 08:44:59 2010"
"philadelphiafrijan2908","Pressure","30.3","cnn","fri jan 29 08:44:59 2010"
"sanjosefrijan2909","Temperature","48","cnn","fri jan 29 09:27:51 2010"
"sanjosefrijan2909","RealFeel","51","cnn","fri jan 29 09:27:51 2010"
"sanjosefrijan2909","Humidity","89","cnn","fri jan 29 09:27:51 2010"
"sanjosefrijan2909","Pressure","30.06","cnn","fri jan 29 09:27:51 2010"
"charlottefrijan2909","Temperature","42","cnn","fri jan 29 09:27:53 2010"
"charlottefrijan2909","RealFeel","43","cnn","fri jan 29 09:27:53 2010"
"charlottefrijan2909","Humidity","50","cnn","fri jan 29 09:27:53 2010"
"charlottefrijan2909","Pressure","30.18","cnn","fri jan 29 09:27:53 2010"
"sandiegofrijan2909","Temperature","56","cnn","fri jan 29 09:27:55 2010"
"sandiegofrijan2909","RealFeel","62","cnn","fri jan 29 09:27:55 2010"
"sandiegofrijan2909","Humidity","80","cnn","fri jan 29 09:27:55 2010"
"sandiegofrijan2909","Pressure","30.08","cnn","fri jan 29 09:27:55 2010"
"denverfrijan2909","Temperature","24","cnn","fri jan 29 09:27:57 2010"
"denverfrijan2909","RealFeel","24","cnn","fri jan 29 09:27:57 2010"
"denverfrijan2909","Humidity","88","cnn","fri jan 29 09:27:57 2010"
"denverfrijan2909","Pressure","30.18","cnn","fri jan 29 09:27:57 2010"
"memphisfrijan2909","Temperature","33","cnn","fri jan 29 09:27:59 2010"
"memphisfrijan2909","RealFeel","33","cnn","fri jan 29 09:27:59 2010"
"memphisfrijan2909","Humidity","63","cnn","fri jan 29 09:27:59 2010"
"memphisfrijan2909","Pressure","30.32","cnn","fri jan 29 09:27:59 2010"
"losangelesfrijan2909","Temperature","57","cnn","fri jan 29 09:28:01 2010"
"losangelesfrijan2909","RealFeel","61","cnn","fri jan 29 09:28:01 2010"
"losangelesfrijan2909","Humidity","74","cnn","fri jan 29 09:28:01 2010"
"losangelesfrijan2909","Pressure","30.06","cnn","fri jan 29 09:28:01 2010"
"elpasofrijan2909","Temperature","33","cnn","fri jan 29 09:28:03 2010"
"elpasofrijan2909","RealFeel","33","cnn","fri jan 29 09:28:03 2010"
"elpasofrijan2909","Humidity","97","cnn","fri jan 29 09:28:03 2010"
"elpasofrijan2909","Pressure","30.09","cnn","fri jan 29 09:28:03 2010"
"newyorkfrijan2909","Temperature","19","cnn","fri jan 29 09:28:05 2010"
"newyorkfrijan2909","RealFeel","19","cnn","fri jan 29 09:28:05 2010"
"newyorkfrijan2909","Humidity","41","cnn","fri jan 29 09:28:05 2010"
"newyorkfrijan2909","Pressure","30.18","cnn","fri jan 29 09:28:05 2010"
"baltimorefrijan2909","Temperature","21","cnn","fri jan 29 09:28:07 2010"
"baltimorefrijan2909","RealFeel","21","cnn","fri jan 29 09:28:07 2010"
"baltimorefrijan2909","Humidity","38","cnn","fri jan 29 09:28:07 2010"
"baltimorefrijan2909","Pressure","30.34","cnn","fri jan 29 09:28:07 2010"
"lasvegasfrijan2909","Temperature","47","cnn","fri jan 29 09:28:09 2010"
"lasvegasfrijan2909","RealFeel","49","cnn","fri jan 29 09:28:09 2010"
"lasvegasfrijan2909","Humidity","63","cnn","fri jan 29 09:28:09 2010"
"lasvegasfrijan2909","Pressure","30.08","cnn","fri jan 29 09:28:09 2010"
"washingtonfrijan2909","Temperature","24","cnn","fri jan 29 09:28:10 2010"
"washingtonfrijan2909","RealFeel","24","cnn","fri jan 29 09:28:10 2010"
"washingtonfrijan2909","Humidity","43","cnn","fri jan 29 09:28:10 2010"
"washingtonfrijan2909","Pressure","30.35","cnn","fri jan 29 09:28:10 2010"
"austinfrijan2909","Temperature","59","cnn","fri jan 29 09:28:12 2010"
