"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"sanjosefrijan2908","Temperature","48","msn","fri jan 29 08:45:00 2010"
"sanjosefrijan2908","RealFeel","48","msn","fri jan 29 08:45:00 2010"
"sanjosefrijan2908","Humidity","87","msn","fri jan 29 08:45:00 2010"
"sanjosefrijan2908","Pressure","30.1","msn","fri jan 29 08:45:00 2010"
"sanjosefrijan2908","Visibility","10","msn","fri jan 29 08:45:00 2010"
"charlottefrijan2908","Temperature","43","msn","fri jan 29 08:45:01 2010"
"charlottefrijan2908","RealFeel","43","msn","fri jan 29 08:45:01 2010"
"charlottefrijan2908","Humidity","49","msn","fri jan 29 08:45:01 2010"
"charlottefrijan2908","Pressure","30.2","msn","fri jan 29 08:45:01 2010"
"charlottefrijan2908","Visibility","10","msn","fri jan 29 08:45:01 2010"
"sandiegofrijan2908","Temperature","55","msn","fri jan 29 08:45:01 2010"
"sandiegofrijan2908","RealFeel","55","msn","fri jan 29 08:45:01 2010"
"sandiegofrijan2908","Humidity","82","msn","fri jan 29 08:45:01 2010"
"sandiegofrijan2908","Pressure","30.1","msn","fri jan 29 08:45:01 2010"
"sandiegofrijan2908","Visibility","5","msn","fri jan 29 08:45:01 2010"
"denverfrijan2908","Temperature","27","msn","fri jan 29 08:45:02 2010"
"denverfrijan2908","RealFeel","21","msn","fri jan 29 08:45:02 2010"
"denverfrijan2908","Humidity","100","msn","fri jan 29 08:45:02 2010"
"denverfrijan2908","Pressure","30.1","msn","fri jan 29 08:45:02 2010"
"denverfrijan2908","Visibility","7","msn","fri jan 29 08:45:02 2010"
"memphisfrijan2908","Temperature","34","msn","fri jan 29 08:45:03 2010"
"memphisfrijan2908","RealFeel","23","msn","fri jan 29 08:45:03 2010"
"memphisfrijan2908","Humidity","60","msn","fri jan 29 08:45:03 2010"
"memphisfrijan2908","Pressure","30.3","msn","fri jan 29 08:45:03 2010"
"memphisfrijan2908","Visibility","10","msn","fri jan 29 08:45:03 2010"
"losangelesfrijan2908","Temperature","57","msn","fri jan 29 08:45:03 2010"
"losangelesfrijan2908","RealFeel","57","msn","fri jan 29 08:45:03 2010"
"losangelesfrijan2908","Humidity","72","msn","fri jan 29 08:45:03 2010"
"losangelesfrijan2908","Pressure","30.1","msn","fri jan 29 08:45:03 2010"
"losangelesfrijan2908","Visibility","10","msn","fri jan 29 08:45:03 2010"
"elpasofrijan2908","Temperature","30","msn","fri jan 29 08:45:04 2010"
