"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"austinmonfeb102","Temperature","34","unisys","mon feb 1 02:24:10 2010"
"austinmonfeb102","Humidity","85","unisys","mon feb 1 02:24:10 2010"
"austinmonfeb102","Pressure","30.24","unisys","mon feb 1 02:24:10 2010"
"austinmonfeb102","Visibility","7","unisys","mon feb 1 02:24:10 2010"
"austinfrijan2908","Temperature","57","unisys","fri jan 29 08:41:29 2010"
"austinfrijan2908","Humidity","90","unisys","fri jan 29 08:41:29 2010"
"austinfrijan2908","Pressure","29.88","unisys","fri jan 29 08:41:29 2010"
"austinfrijan2908","Visibility","7","unisys","fri jan 29 08:41:29 2010"
"austinfrijan2909","Temperature","55","unisys","fri jan 29 09:25:24 2010"
"austinfrijan2909","Humidity","93","unisys","fri jan 29 09:25:24 2010"
"austinfrijan2909","Pressure","29.90","unisys","fri jan 29 09:25:24 2010"
"austinfrijan2909","Visibility","5","unisys","fri jan 29 09:25:24 2010"
"austinfrijan2911","Temperature","48","unisys","fri jan 29 11:57:26 2010"
"austinfrijan2911","Humidity","93","unisys","fri jan 29 11:57:26 2010"
"austinfrijan2911","Pressure","29.97","unisys","fri jan 29 11:57:26 2010"
"austinfrijan2911","Visibility","7","unisys","fri jan 29 11:57:26 2010"
"austinfrijan2912","Temperature","44","unisys","fri jan 29 12:42:08 2010"
"austinfrijan2912","Humidity","93","unisys","fri jan 29 12:42:08 2010"
"austinfrijan2912","Pressure","29.97","unisys","fri jan 29 12:42:08 2010"
"austinfrijan2912","Visibility","4","unisys","fri jan 29 12:42:08 2010"
"austinfrijan2913","Temperature","43","unisys","fri jan 29 13:29:51 2010"
"austinfrijan2913","Humidity","93","unisys","fri jan 29 13:29:51 2010"
"austinfrijan2913","Pressure","30.01","unisys","fri jan 29 13:29:51 2010"
"austinfrijan2913","Visibility","7","unisys","fri jan 29 13:29:51 2010"
"austinfrijan2914","Temperature","41","unisys","fri jan 29 14:17:43 2010"
"austinfrijan2914","Humidity","93","unisys","fri jan 29 14:17:43 2010"
"austinfrijan2914","Pressure","30.03","unisys","fri jan 29 14:17:43 2010"
"austinfrijan2914","Visibility","2","unisys","fri jan 29 14:17:43 2010"
"austinfrijan2915","Temperature","40","unisys","fri jan 29 15:02:30 2010"
"austinfrijan2915","Humidity","92","unisys","fri jan 29 15:02:30 2010"
"austinfrijan2915","Pressure","30.04","unisys","fri jan 29 15:02:30 2010"
"austinfrijan2915","Visibility","10","unisys","fri jan 29 15:02:30 2010"
"austinfrijan2915","Temperature","40","unisys","fri jan 29 15:48:02 2010"
"austinfrijan2915","Humidity","92","unisys","fri jan 29 15:48:02 2010"
"austinfrijan2915","Pressure","30.04","unisys","fri jan 29 15:48:02 2010"
"austinfrijan2915","Visibility","10","unisys","fri jan 29 15:48:02 2010"
"austinfrijan2916","Temperature","39","unisys","fri jan 29 16:35:42 2010"
"austinfrijan2916","Humidity","92","unisys","fri jan 29 16:35:42 2010"
"austinfrijan2916","Pressure","30.09","unisys","fri jan 29 16:35:42 2010"
"austinfrijan2916","Visibility","4","unisys","fri jan 29 16:35:42 2010"
