"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"sanjosefrijan2908","Temperature","48","findlocalweather","fri jan 29 08:36:02 2010"
"sanjosefrijan2908","Humidity","87","findlocalweather","fri jan 29 08:36:02 2010"
"sanjosefrijan2908","Pressure","30.06","findlocalweather","fri jan 29 08:36:02 2010"
"charlottefrijan2908","Temperature","43","findlocalweather","fri jan 29 08:36:03 2010"
"charlottefrijan2908","Humidity","49","findlocalweather","fri jan 29 08:36:03 2010"
"charlottefrijan2908","Pressure","30.18","findlocalweather","fri jan 29 08:36:03 2010"
"sandiegofrijan2908","Temperature","55","findlocalweather","fri jan 29 08:36:04 2010"
"sandiegofrijan2908","Humidity","82","findlocalweather","fri jan 29 08:36:04 2010"
"sandiegofrijan2908","Pressure","30.06","findlocalweather","fri jan 29 08:36:04 2010"
"denverfrijan2908","Temperature","27","findlocalweather","fri jan 29 08:36:05 2010"
"denverfrijan2908","Humidity","100","findlocalweather","fri jan 29 08:36:05 2010"
"denverfrijan2908","Pressure","30.09","findlocalweather","fri jan 29 08:36:05 2010"
"memphisfrijan2908","Temperature","34","findlocalweather","fri jan 29 08:36:06 2010"
"memphisfrijan2908","Humidity","60","findlocalweather","fri jan 29 08:36:06 2010"
"memphisfrijan2908","Pressure","30.3","findlocalweather","fri jan 29 08:36:06 2010"
"losangelesfrijan2908","Temperature","57","findlocalweather","fri jan 29 08:36:07 2010"
"losangelesfrijan2908","Humidity","72","findlocalweather","fri jan 29 08:36:07 2010"
"losangelesfrijan2908","Pressure","30.06","findlocalweather","fri jan 29 08:36:07 2010"
"elpasofrijan2908","Temperature","30","findlocalweather","fri jan 29 08:36:08 2010"
"elpasofrijan2908","Humidity","93","findlocalweather","fri jan 29 08:36:08 2010"
"elpasofrijan2908","Pressure","30.09","findlocalweather","fri jan 29 08:36:08 2010"
"newyorkcityfrijan2908","Temperature","19","findlocalweather","fri jan 29 08:36:09 2010"
"newyorkcityfrijan2908","Humidity","42","findlocalweather","fri jan 29 08:36:09 2010"
"newyorkcityfrijan2908","Pressure","30.18","findlocalweather","fri jan 29 08:36:09 2010"
"baltimorefrijan2908","Temperature","23","findlocalweather","fri jan 29 08:36:10 2010"
"baltimorefrijan2908","Humidity","36","findlocalweather","fri jan 29 08:36:10 2010"
"baltimorefrijan2908","Pressure","30.33","findlocalweather","fri jan 29 08:36:10 2010"
"lasvegasfrijan2908","Temperature","46","findlocalweather","fri jan 29 08:36:11 2010"
"lasvegasfrijan2908","Humidity","57","findlocalweather","fri jan 29 08:36:11 2010"
"lasvegasfrijan2908","Pressure","30.09","findlocalweather","fri jan 29 08:36:11 2010"
"washingtonfrijan2908","Temperature","25","findlocalweather","fri jan 29 08:36:12 2010"
"washingtonfrijan2908","Humidity","42","findlocalweather","fri jan 29 08:36:12 2010"
"washingtonfrijan2908","Pressure","30.33","findlocalweather","fri jan 29 08:36:12 2010"
"austinfrijan2908","Temperature","55","findlocalweather","fri jan 29 08:36:13 2010"
"austinfrijan2908","Humidity","94","findlocalweather","fri jan 29 08:36:13 2010"
"austinfrijan2908","Pressure","29.91","findlocalweather","fri jan 29 08:36:13 2010"
"sanfranciscofrijan2908","Temperature","48","findlocalweather","fri jan 29 08:36:14 2010"
"sanfranciscofrijan2908","Humidity","87","findlocalweather","fri jan 29 08:36:14 2010"
"sanfranciscofrijan2908","Pressure","30.06","findlocalweather","fri jan 29 08:36:14 2010"
"oklahomacityfrijan2908","Temperature","28","findlocalweather","fri jan 29 08:36:15 2010"
