"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"sanjosefrijan2908","Temperature","48","uswx","fri jan 29 08:45:21 2010"
"sanjosefrijan2908","Humidity","89","uswx","fri jan 29 08:45:21 2010"
"sanjosefrijan2908","Pressure","30.05","uswx","fri jan 29 08:45:21 2010"
"sanjosefrijan2908","Visibility","10","uswx","fri jan 29 08:45:21 2010"
"charlottefrijan2908","Temperature","42","uswx","fri jan 29 08:45:23 2010"
"charlottefrijan2908","Humidity","50","uswx","fri jan 29 08:45:23 2010"
"charlottefrijan2908","Pressure","30.17","uswx","fri jan 29 08:45:23 2010"
"charlottefrijan2908","Visibility","10","uswx","fri jan 29 08:45:23 2010"
"sandiegofrijan2908","Temperature","56","uswx","fri jan 29 08:45:25 2010"
"sandiegofrijan2908","Humidity","80","uswx","fri jan 29 08:45:25 2010"
"sandiegofrijan2908","Pressure","30.07","uswx","fri jan 29 08:45:25 2010"
"sandiegofrijan2908","Visibility","5","uswx","fri jan 29 08:45:25 2010"
"denverfrijan2908","Temperature","27","uswx","fri jan 29 08:45:27 2010"
"denverfrijan2908","Humidity","100","uswx","fri jan 29 08:45:27 2010"
"denverfrijan2908","Pressure","30.17","uswx","fri jan 29 08:45:27 2010"
"denverfrijan2908","Visibility","7","uswx","fri jan 29 08:45:27 2010"
"memphisfrijan2908","Temperature","33","uswx","fri jan 29 08:45:29 2010"
"memphisfrijan2908","Humidity","63","uswx","fri jan 29 08:45:29 2010"
"memphisfrijan2908","Pressure","30.31","uswx","fri jan 29 08:45:29 2010"
"memphisfrijan2908","Visibility","10","uswx","fri jan 29 08:45:29 2010"
"losangelesfrijan2908","Temperature","56","uswx","fri jan 29 08:45:31 2010"
"losangelesfrijan2908","Humidity","80","uswx","fri jan 29 08:45:31 2010"
"losangelesfrijan2908","Pressure","30.06","uswx","fri jan 29 08:45:31 2010"
"losangelesfrijan2908","Visibility","10","uswx","fri jan 29 08:45:31 2010"
"elpasofrijan2908","Temperature","30","uswx","fri jan 29 08:45:33 2010"
"elpasofrijan2908","Humidity","86","uswx","fri jan 29 08:45:33 2010"
"elpasofrijan2908","Pressure","30.09","uswx","fri jan 29 08:45:33 2010"
"elpasofrijan2908","Visibility","4","uswx","fri jan 29 08:45:33 2010"
"newyorkfrijan2908","Temperature","19","uswx","fri jan 29 08:45:35 2010"
"newyorkfrijan2908","Humidity","41","uswx","fri jan 29 08:45:35 2010"
"newyorkfrijan2908","Pressure","30.17","uswx","fri jan 29 08:45:35 2010"
"newyorkfrijan2908","Visibility","10","uswx","fri jan 29 08:45:35 2010"
"baltimorefrijan2908","Temperature","21","uswx","fri jan 29 08:45:37 2010"
"baltimorefrijan2908","Humidity","38","uswx","fri jan 29 08:45:37 2010"
"baltimorefrijan2908","Pressure","30.32","uswx","fri jan 29 08:45:37 2010"
"baltimorefrijan2908","Visibility","10","uswx","fri jan 29 08:45:37 2010"
"lasvegasfrijan2908","Temperature","46","uswx","fri jan 29 08:45:39 2010"
"lasvegasfrijan2908","Humidity","58","uswx","fri jan 29 08:45:39 2010"
"lasvegasfrijan2908","Pressure","30.07","uswx","fri jan 29 08:45:39 2010"
"lasvegasfrijan2908","Visibility","10","uswx","fri jan 29 08:45:39 2010"
"washingtonfrijan2908","Temperature","24","uswx","fri jan 29 08:45:41 2010"
"washingtonfrijan2908","Humidity","44","uswx","fri jan 29 08:45:41 2010"
"washingtonfrijan2908","Pressure","30.33","uswx","fri jan 29 08:45:41 2010"
"washingtonfrijan2908","Visibility","10","uswx","fri jan 29 08:45:41 2010"
"austfrijan2908","Temperature","55","uswx","fri jan 29 08:45:43 2010"
"austfrijan2908","Humidity","94","uswx","fri jan 29 08:45:43 2010"
"austfrijan2908","Pressure","29.94","uswx","fri jan 29 08:45:43 2010"
"austfrijan2908","Visibility","1.5","uswx","fri jan 29 08:45:43 2010"
"sanfranciscofrijan2908","Temperature","51","uswx","fri jan 29 08:45:45 2010"
"sanfranciscofrijan2908","Humidity","89","uswx","fri jan 29 08:45:45 2010"
"sanfranciscofrijan2908","Pressure","30.04","uswx","fri jan 29 08:45:45 2010"
"sanfranciscofrijan2908","Visibility","6","uswx","fri jan 29 08:45:45 2010"
"oklahomacityfrijan2908","Temperature","28","uswx","fri jan 29 08:45:47 2010"
"oklahomacityfrijan2908","Humidity","86","uswx","fri jan 29 08:45:47 2010"
"oklahomacityfrijan2908","Pressure","30.15","uswx","fri jan 29 08:45:47 2010"
"oklahomacityfrijan2908","Visibility","6","uswx","fri jan 29 08:45:47 2010"
"nashvillefrijan2908","Temperature","28","uswx","fri jan 29 08:45:48 2010"
"nashvillefrijan2908","Humidity","58","uswx","fri jan 29 08:45:48 2010"
"nashvillefrijan2908","Pressure","30.37","uswx","fri jan 29 08:45:48 2010"
"nashvillefrijan2908","Visibility","10","uswx","fri jan 29 08:45:48 2010"
"fortworthfrijan2908","Temperature","46","uswx","fri jan 29 08:45:50 2010"
"fortworthfrijan2908","Humidity","89","uswx","fri jan 29 08:45:50 2010"
