"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"sanjosefrijan2908","Temperature","50","foxnews","fri jan 29 08:42:38 2010"
"sanjosefrijan2908","RealFeel","48","foxnews","fri jan 29 08:42:38 2010"
"sanjosefrijan2908","Humidity","83","foxnews","fri jan 29 08:42:38 2010"
"sanjosefrijan2908","Pressure","1017.7","foxnews","fri jan 29 08:42:38 2010"
"sanjosefrijan2908","Visibility","10","foxnews","fri jan 29 08:42:38 2010"
"charlottefrijan2908","Temperature","42","foxnews","fri jan 29 08:42:39 2010"
"charlottefrijan2908","RealFeel","42","foxnews","fri jan 29 08:42:39 2010"
"charlottefrijan2908","Humidity","51","foxnews","fri jan 29 08:42:39 2010"
"charlottefrijan2908","Pressure","1021.3","foxnews","fri jan 29 08:42:39 2010"
"charlottefrijan2908","Visibility","10","foxnews","fri jan 29 08:42:39 2010"
"sandiegofrijan2908","Temperature","57","foxnews","fri jan 29 08:42:39 2010"
"sandiegofrijan2908","RealFeel","57","foxnews","fri jan 29 08:42:39 2010"
"sandiegofrijan2908","Humidity","81","foxnews","fri jan 29 08:42:39 2010"
"sandiegofrijan2908","Pressure","1018.4","foxnews","fri jan 29 08:42:39 2010"
"sandiegofrijan2908","Visibility","5","foxnews","fri jan 29 08:42:39 2010"
"edgewaterfrijan2908","Temperature","27","foxnews","fri jan 29 08:42:40 2010"
"edgewaterfrijan2908","RealFeel","27","foxnews","fri jan 29 08:42:40 2010"
"edgewaterfrijan2908","Humidity","100","foxnews","fri jan 29 08:42:40 2010"
"edgewaterfrijan2908","Pressure","*","foxnews","fri jan 29 08:42:40 2010"
"edgewaterfrijan2908","Visibility","5","foxnews","fri jan 29 08:42:40 2010"
"memphisfrijan2908","Temperature","34","foxnews","fri jan 29 08:42:41 2010"
"memphisfrijan2908","RealFeel","22","foxnews","fri jan 29 08:42:41 2010"
"memphisfrijan2908","Humidity","61","foxnews","fri jan 29 08:42:41 2010"
"memphisfrijan2908","Pressure","1026.7","foxnews","fri jan 29 08:42:41 2010"
"memphisfrijan2908","Visibility","10","foxnews","fri jan 29 08:42:41 2010"
