"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"sanjosefrijan2908","Temperature","46","weatherforyou","fri jan 29 08:41:38 2010"
"sanjosefrijan2908","Humidity","83","weatherforyou","fri jan 29 08:41:38 2010"
"sanjosefrijan2908","Pressure","30.02","weatherforyou","fri jan 29 08:41:38 2010"
"charlottefrijan2908","Temperature","39","weatherforyou","fri jan 29 08:41:40 2010"
"charlottefrijan2908","Humidity","70","weatherforyou","fri jan 29 08:41:40 2010"
"charlottefrijan2908","Pressure","30.15","weatherforyou","fri jan 29 08:41:40 2010"
"sandiegofrijan2908","Temperature","53","weatherforyou","fri jan 29 08:41:41 2010"
"sandiegofrijan2908","Humidity","91","weatherforyou","fri jan 29 08:41:41 2010"
"sandiegofrijan2908","Pressure","30.24","weatherforyou","fri jan 29 08:41:41 2010"
"denverfrijan2908","Temperature","29","weatherforyou","fri jan 29 08:41:42 2010"
"denverfrijan2908","Humidity","80","weatherforyou","fri jan 29 08:41:42 2010"
"denverfrijan2908","Pressure","30.46","weatherforyou","fri jan 29 08:41:42 2010"
"memphisfrijan2908","Temperature","34","weatherforyou","fri jan 29 08:41:43 2010"
"memphisfrijan2908","Humidity","60","weatherforyou","fri jan 29 08:41:43 2010"
"memphisfrijan2908","Pressure","30.30","weatherforyou","fri jan 29 08:41:43 2010"
"memphisfrijan2908","Visibility","10","weatherforyou","fri jan 29 08:41:43 2010"
"losangelesfrijan2908","Temperature","57","weatherforyou","fri jan 29 08:41:44 2010"
"losangelesfrijan2908","Humidity","72","weatherforyou","fri jan 29 08:41:44 2010"
"losangelesfrijan2908","Pressure","30.06","weatherforyou","fri jan 29 08:41:44 2010"
"losangelesfrijan2908","Visibility","10","weatherforyou","fri jan 29 08:41:44 2010"
"elpasofrijan2908","Temperature","30","weatherforyou","fri jan 29 08:41:46 2010"
"elpasofrijan2908","Humidity","86","weatherforyou","fri jan 29 08:41:46 2010"
"elpasofrijan2908","Pressure","30.09","weatherforyou","fri jan 29 08:41:46 2010"
"elpasofrijan2908","Visibility","4","weatherforyou","fri jan 29 08:41:46 2010"
"newyorkfrijan2908","Temperature","19","weatherforyou","fri jan 29 08:41:47 2010"
"newyorkfrijan2908","Humidity","42","weatherforyou","fri jan 29 08:41:47 2010"
"newyorkfrijan2908","Pressure","30.18","weatherforyou","fri jan 29 08:41:47 2010"
"newyorkfrijan2908","Visibility","10","weatherforyou","fri jan 29 08:41:47 2010"
"baltimorefrijan2908","Temperature","21","weatherforyou","fri jan 29 08:41:48 2010"
"baltimorefrijan2908","Humidity","38","weatherforyou","fri jan 29 08:41:48 2010"
"baltimorefrijan2908","Pressure","30.33","weatherforyou","fri jan 29 08:41:48 2010"
"baltimorefrijan2908","Visibility","10","weatherforyou","fri jan 29 08:41:48 2010"
"lasvegasfrijan2908","Temperature","42","weatherforyou","fri jan 29 08:41:49 2010"
"lasvegasfrijan2908","Humidity","78","weatherforyou","fri jan 29 08:41:49 2010"
"lasvegasfrijan2908","Pressure","30.12","weatherforyou","fri jan 29 08:41:49 2010"
"washingtonfrijan2908","Temperature","25","weatherforyou","fri jan 29 08:41:50 2010"
"washingtonfrijan2908","Humidity","42","weatherforyou","fri jan 29 08:41:50 2010"
"washingtonfrijan2908","Pressure","30.33","weatherforyou","fri jan 29 08:41:50 2010"
"washingtonfrijan2908","Visibility","10","weatherforyou","fri jan 29 08:41:50 2010"
"austinfrijan2908","Temperature","55","weatherforyou","fri jan 29 08:41:51 2010"
"austinfrijan2908","Humidity","97","weatherforyou","fri jan 29 08:41:51 2010"
"austinfrijan2908","Pressure","29.93","weatherforyou","fri jan 29 08:41:51 2010"
"sanfranciscofrijan2908","Temperature","52","weatherforyou","fri jan 29 08:41:52 2010"
"sanfranciscofrijan2908","Humidity","88","weatherforyou","fri jan 29 08:41:52 2010"
"sanfranciscofrijan2908","Pressure","30.03","weatherforyou","fri jan 29 08:41:52 2010"
"sanfranciscofrijan2908","Visibility","6","weatherforyou","fri jan 29 08:41:52 2010"
"oklahomacityfrijan2908","Temperature","30","weatherforyou","fri jan 29 08:41:54 2010"
"oklahomacityfrijan2908","Humidity","86","weatherforyou","fri jan 29 08:41:54 2010"
"oklahomacityfrijan2908","Pressure","30.20","weatherforyou","fri jan 29 08:41:54 2010"
"nashvillefrijan2908","Temperature","28","weatherforyou","fri jan 29 08:41:55 2010"
"nashvillefrijan2908","Humidity","59","weatherforyou","fri jan 29 08:41:55 2010"
"nashvillefrijan2908","Pressure","30.36","weatherforyou","fri jan 29 08:41:55 2010"
"nashvillefrijan2908","Visibility","10","weatherforyou","fri jan 29 08:41:55 2010"
"fortworthfrijan2908","Temperature","48","weatherforyou","fri jan 29 08:41:56 2010"
"fortworthfrijan2908","Humidity","87","weatherforyou","fri jan 29 08:41:56 2010"
"fortworthfrijan2908","Pressure","30.06","weatherforyou","fri jan 29 08:41:56 2010"
"fortworthfrijan2908","Visibility","6","weatherforyou","fri jan 29 08:41:56 2010"
"phoenixfrijan2908","Temperature","52","weatherforyou","fri jan 29 08:41:57 2010"
"phoenixfrijan2908","Humidity","82","weatherforyou","fri jan 29 08:41:57 2010"
"phoenixfrijan2908","Pressure","30.02","weatherforyou","fri jan 29 08:41:57 2010"
"portlandfrijan2908","Temperature","47","weatherforyou","fri jan 29 08:41:59 2010"
"portlandfrijan2908","Humidity","64","weatherforyou","fri jan 29 08:41:59 2010"
"portlandfrijan2908","Pressure","29.96","weatherforyou","fri jan 29 08:41:59 2010"
"chicagofrijan2908","Temperature","7","weatherforyou","fri jan 29 08:42:00 2010"
"chicagofrijan2908","Humidity","56","weatherforyou","fri jan 29 08:42:00 2010"
"chicagofrijan2908","Pressure","30.53","weatherforyou","fri jan 29 08:42:00 2010"
"chicagofrijan2908","Visibility","10","weatherforyou","fri jan 29 08:42:00 2010"
"sanantoniofrijan2908","Temperature","59","weatherforyou","fri jan 29 08:42:01 2010"
"sanantoniofrijan2908","Humidity","80","weatherforyou","fri jan 29 08:42:01 2010"
"sanantoniofrijan2908","Pressure","29.79","weatherforyou","fri jan 29 08:42:01 2010"
"indianapolisfrijan2908","Temperature","10","weatherforyou","fri jan 29 08:42:02 2010"
"indianapolisfrijan2908","Humidity","67","weatherforyou","fri jan 29 08:42:02 2010"
"indianapolisfrijan2908","Pressure","30.49","weatherforyou","fri jan 29 08:42:02 2010"
"bostonfrijan2908","Temperature","18","weatherforyou","fri jan 29 08:42:04 2010"
"bostonfrijan2908","Humidity","35","weatherforyou","fri jan 29 08:42:04 2010"
"bostonfrijan2908","Pressure","29.94","weatherforyou","fri jan 29 08:42:04 2010"
"bostonfrijan2908","Visibility","10","weatherforyou","fri jan 29 08:42:04 2010"
"jacksonvillefrijan2908","Temperature","43","weatherforyou","fri jan 29 08:42:05 2010"
"jacksonvillefrijan2908","Humidity","88","weatherforyou","fri jan 29 08:42:05 2010"
"jacksonvillefrijan2908","Pressure","30.12","weatherforyou","fri jan 29 08:42:05 2010"
"columbusfrijan2908","Temperature","10","weatherforyou","fri jan 29 08:42:06 2010"
"columbusfrijan2908","Humidity","72","weatherforyou","fri jan 29 08:42:06 2010"
"columbusfrijan2908","Pressure","30.42","weatherforyou","fri jan 29 08:42:06 2010"
"columbusfrijan2908","Visibility","10","weatherforyou","fri jan 29 08:42:06 2010"
"dallasfrijan2908","Temperature","38","weatherforyou","fri jan 29 08:42:08 2010"
"dallasfrijan2908","Humidity","100","weatherforyou","fri jan 29 08:42:08 2010"
"dallasfrijan2908","Pressure","30.01","weatherforyou","fri jan 29 08:42:08 2010"
"houstonfrijan2908","Temperature","62","weatherforyou","fri jan 29 08:42:09 2010"
"houstonfrijan2908","Humidity","100","weatherforyou","fri jan 29 08:42:09 2010"
"houstonfrijan2908","Pressure","29.82","weatherforyou","fri jan 29 08:42:09 2010"
"seattlefrijan2908","Temperature","46","weatherforyou","fri jan 29 08:42:10 2010"
"seattlefrijan2908","Humidity","62","weatherforyou","fri jan 29 08:42:10 2010"
"seattlefrijan2908","Pressure","30.00","weatherforyou","fri jan 29 08:42:10 2010"
"seattlefrijan2908","Visibility","10","weatherforyou","fri jan 29 08:42:10 2010"
"milwaukeefrijan2908","Temperature","5","weatherforyou","fri jan 29 08:42:11 2010"
"milwaukeefrijan2908","Humidity","46","weatherforyou","fri jan 29 08:42:11 2010"
"milwaukeefrijan2908","Pressure","30.50","weatherforyou","fri jan 29 08:42:11 2010"
"milwaukeefrijan2908","Visibility","10","weatherforyou","fri jan 29 08:42:11 2010"
"detroitfrijan2908","Temperature","9","weatherforyou","fri jan 29 08:42:13 2010"
"detroitfrijan2908","Humidity","61","weatherforyou","fri jan 29 08:42:13 2010"
"detroitfrijan2908","Pressure","30.45","weatherforyou","fri jan 29 08:42:13 2010"
"detroitfrijan2908","Visibility","10","weatherforyou","fri jan 29 08:42:13 2010"
"philadelphiafrijan2908","Temperature","19","weatherforyou","fri jan 29 08:42:14 2010"
"philadelphiafrijan2908","Humidity","38","weatherforyou","fri jan 29 08:42:14 2010"
"philadelphiafrijan2908","Pressure","30.30","weatherforyou","fri jan 29 08:42:14 2010"
"philadelphiafrijan2908","Visibility","10","weatherforyou","fri jan 29 08:42:14 2010"
"sanjosefrijan2909","Temperature","46","weatherforyou","fri jan 29 09:25:33 2010"
"sanjosefrijan2909","Humidity","84","weatherforyou","fri jan 29 09:25:33 2010"
"sanjosefrijan2909","Pressure","30.02","weatherforyou","fri jan 29 09:25:33 2010"
"charlottefrijan2909","Temperature","40","weatherforyou","fri jan 29 09:25:35 2010"
"charlottefrijan2909","Humidity","67","weatherforyou","fri jan 29 09:25:35 2010"
"charlottefrijan2909","Pressure","30.15","weatherforyou","fri jan 29 09:25:35 2010"
"sandiegofrijan2909","Temperature","53","weatherforyou","fri jan 29 09:25:36 2010"
"sandiegofrijan2909","Humidity","92","weatherforyou","fri jan 29 09:25:36 2010"
"sandiegofrijan2909","Pressure","30.25","weatherforyou","fri jan 29 09:25:36 2010"
"denverfrijan2909","Temperature","29","weatherforyou","fri jan 29 09:25:37 2010"
"denverfrijan2909","Humidity","81","weatherforyou","fri jan 29 09:25:37 2010"
"denverfrijan2909","Pressure","30.47","weatherforyou","fri jan 29 09:25:37 2010"
"memphisfrijan2909","Temperature","32","weatherforyou","fri jan 29 09:25:38 2010"
"memphisfrijan2909","Humidity","64","weatherforyou","fri jan 29 09:25:38 2010"
"memphisfrijan2909","Pressure","30.30","weatherforyou","fri jan 29 09:25:38 2010"
"memphisfrijan2909","Visibility","10","weatherforyou","fri jan 29 09:25:38 2010"
"losangelesfrijan2909","Temperature","57","weatherforyou","fri jan 29 09:25:40 2010"
"losangelesfrijan2909","Humidity","72","weatherforyou","fri jan 29 09:25:40 2010"
"losangelesfrijan2909","Pressure","30.06","weatherforyou","fri jan 29 09:25:40 2010"
"losangelesfrijan2909","Visibility","10","weatherforyou","fri jan 29 09:25:40 2010"
"elpasofrijan2909","Temperature","30","weatherforyou","fri jan 29 09:25:41 2010"
"elpasofrijan2909","Humidity","93","weatherforyou","fri jan 29 09:25:41 2010"
"elpasofrijan2909","Pressure","30.12","weatherforyou","fri jan 29 09:25:41 2010"
"elpasofrijan2909","Visibility","4","weatherforyou","fri jan 29 09:25:41 2010"
"newyorkfrijan2909","Temperature","18","weatherforyou","fri jan 29 09:25:42 2010"
"newyorkfrijan2909","Humidity","45","weatherforyou","fri jan 29 09:25:42 2010"
"newyorkfrijan2909","Pressure","30.21","weatherforyou","fri jan 29 09:25:42 2010"
"newyorkfrijan2909","Visibility","10","weatherforyou","fri jan 29 09:25:42 2010"
